Ext_concept_id,LOCAL_CONCEPT_ID,Ext_concept_name,Ext_domain_id,Ext_vocabulary_id,Ext_concept_class_ID,Ext_STANDARD_CONCEPT,Ext_concept_code,Ext_Valid_start_date,Ext_Valid_end_date,Ext_Invalid_reason,Ext_PREDICATE_ID,Ext_CONFIDENCE,Ext_provenance,Ext_subvocabulary_id,,Origin,Date_of_Variable_Modification,Map_to_OMOP,transferred_to_fairhub_REDCap_dataset,Protected_or_open-source,Extension_Needed,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,CONFIDENCE,MODIFIER,NOTES,Dev_Version,,Choices_Calculations_OR_Slider_Labels,Field_Note,PhenX_Protocol,PhenX_Protocol_ID,PhenX_Variable,PhenX_Exact_or_Modified,SRC_CODE_UNIT,SRC_CODE_DESCRIPTION_UNIT,UCUM_Concept_ID,MOCA_File_Fieldname,MOCA_File_Fieldname_Naming_Unit,MOCA_Example_Data,MOCA_Data_Type,MOCA_Value_Range,MOCA_Data_Description,Equivalent_NDA_MOCA_element_name
2005200078,2005200078,Did any other person in your household delay getting prescription medicines because of worry about the cost? ,,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1274,pxpa2,,Did any other person in your household delay getting prescription medicines because of worry about the cost? ,,,,,PhenX,,,,,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say | 555, Don't know","A wording varaint on  PhenX: MEPS-HC screening tool, not coded",Yes,280801,PX280801010000,Modified,,,,,,,,,,
2005200079,2005200079,"In the last 12 months, was there any time when you needed prescription medicines, but did not get them because you  couldn't afford it?",,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1275,pxpa3,,"In the last 12 months, was there any time when you needed prescription medicines, but did not get them because you  couldn't afford it?",,,,,PhenX,,,,,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say | 555, Don't know","PhenX: MEPS-HC screening tool, not coded",Yes,280801,PX280801030000,Exact,,,,,,,,,,
2005200080,2005200080,"In the last 12 months, was there any time when anyone else in your household needed prescription medicines, but did not get them because you/they couldn't afford it?",,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1276,pxpa4,,"In the last 12 months, was there any time when anyone else in your household needed prescription medicines, but did not get them because you/they couldn't afford it?",,,,,PhenX,,,,,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say | 555, Don't know","PhenX: MEPS-HC screening tool, not coded",Yes,280801,PX280801030000,Exact,,,,,,,,,,
2005200081,2005200081,Insurance through a current or former employer or union (of yours or another family member's). This would include COBRA coverage.,Measurement,AIREADI,Clinical Observation,S,63066-5,2024-04-11,2099-12-31,Null,skos:broadMatch,0.5,63066-5,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1277,pxhic1,,Insurance through a current or former employer or union (of yours or another family member's). This would include COBRA coverage.,40765798,,PhenX - health insurance coverage protocol 011501,Measurement,LOINC ,Clinical Observation,S,63066-5,0.5,,,10/2,,"1, Covered | 0, Not Covered | 999, Not Sure | 777, Prefer not to say",Mapping to LOINC per PhenX protocol Specific question PhenX variable : PX011502010100 Note PhenX also has detailed maps to dBGaP,Yes,11502,PX011502010100,Exact,,,,,,,,,,
2005200082,2005200082,"Insurance purchased directly from an insurance company (by you or another family member). This would include coverage purchased through an exchange or marketplace, such as HealthCare.gov",Measurement,AIREADI,Clinical Observation,S,63066-5,2024-04-11,2099-12-31,Null,skos:broadMatch,0.5,63066-5,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1278,pxhic2,,"Insurance purchased directly from an insurance company (by you or another family member). This would include coverage purchased through an exchange or marketplace, such as HealthCare.gov",40765798,,PhenX - health insurance coverage protocol 011501,Measurement,LOINC ,Clinical Observation,S,63066-5,0.5,,,10/2,,"1, Covered | 0, Not Covered | 999, Not Sure | 777, Prefer not to say",Mapping to LOINC per PhenX protocol Specific question PhenX variable PX011502010200 Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP,Yes,11502,,,,,,,,,,,,
2005200083,2005200083,"Medicare, for people 65 and older, or people with certain disabilities.",Measurement,AIREADI,Clinical Observation,S,63066-5,2024-04-11,2099-12-31,Null,skos:broadMatch,0.5,63066-5,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1279,pxhic3,,"Medicare, for people 65 and older, or people with certain disabilities.",40765798,,PhenX - health insurance coverage protocol 011501,Measurement,LOINC ,Clinical Observation,S,63066-5,0.5,,,10/2,,"1, Covered | 0, Not Covered | 999, Not Sure | 777, Prefer not to say",Mapping to LOINC per PhenX protocol Specific question PhenX variable PX011502010300 Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP,Yes,11502,PX011502010300,Exact,,,,,,,,,,
2005200084,2005200084,"Medicaid, Medical Assistance (MA), the Children's Health Insurance Program (CHIP), or any kind of state or government-sponsored assistance. plan based on income or a disability.",Measurement,AIREADI,Clinical Observation,S,63066-5,2024-04-11,2099-12-31,Null,skos:broadMatch,0.5,63066-5,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1280,pxhic4,,"Medicaid, Medical Assistance (MA), the Children's Health Insurance Program (CHIP), or any kind of state or government-sponsored assistance. plan based on income or a disability.",40765798,,PhenX - health insurance coverage protocol 011501,Measurement,LOINC ,Clinical Observation,S,63066-5,0.5,,,10/2,,"1, Covered | 0, Not Covered | 999, Not Sure | 777, Prefer not to say",Mapping to LOINC per PhenX protocol Specific question PhenX variable PX011502010400 Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP,Yes,11502,PX011502010400,Exact,,,,,,,,,,
2005200085,2005200085,"TRICARE or other military health care, including VA health care.",Measurement,AIREADI,Clinical Observation,S,63066-5,2024-04-11,2099-12-31,Null,skos:broadMatch,0.5,63066-5,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1281,pxhic5,,"TRICARE or other military health care, including VA health care.",40765798,,PhenX - health insurance coverage protocol 011501,Measurement,LOINC ,Clinical Observation,S,63066-5,0.5,,,10/2,,"1, Covered | 0, Not Covered | 999, Not Sure | 777, Prefer not to say",Mapping to LOINC per PhenX protocol Specific question PhenX variablePX011502010500 Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP,Yes,11502,PX011502010500,Exact,,,,,,,,,,
2005200086,2005200086,Indian Health Service.,Measurement,AIREADI,Clinical Observation,S,63066-5,2024-04-11,2099-12-31,Null,skos:broadMatch,0.5,63066-5,px_sdoh_combined_survey,,Original,4/2/2024,Yes,Yes,protected,Yes,px_sdoh_combined_survey,radio,,1282,pxhic6,,Indian Health Service.,40765798,,PhenX - health insurance coverage protocol 011501,Measurement,LOINC ,Clinical Observation,S,63066-5,0.5,,,10/2,,"1, Covered | 0, Not Covered | 999, Not Sure | 777, Prefer not to say",Mapping to LOINC per PhenX protocol Specific question PhenX variable PX011502010600 . Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP,Yes,11502,PX011502010600,Exact,,,,,,,,,,
2005200087,2005200087,Any other type of health insurance coverage or health coverage plan,Measurement,AIREADI,Clinical Observation,S,63066-5,2024-04-11,2099-12-31,Null,skos:broadMatch,0.5,63066-5,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1283,pxhic7,,Any other type of health insurance coverage or health coverage plan,40765798,,PhenX - health insurance coverage protocol 011501,Measurement,LOINC ,Clinical Observation,S,63066-5,0.5,,,10/2,,"1, Covered | 0, Not Covered | 999, Not Sure | 777, Prefer not to say",Mapping to LOINC per PhenX protocol Specific question PhenX variable PX011502010700 Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP,Yes,11502,PX011502010700,Exact,,,,,,,,,,
2005200088,2005200088,"Does this mean you currently have no health insurance or health coverage plan? In answering this question, please exclude plans that pay for only one type of service (such as, nursing home care, accidents, family planning, or dental care) and plans that only provide extra cash when hospitalized).",Measurement,AIREADI,Clinical Observation,S,63066-5,2024-04-11,2099-12-31,Null,skos:broadMatch,0.5,63066-5,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1284,pxhic8,,"Does this mean you currently have no health insurance or health coverage plan? In answering this question, please exclude plans that pay for only one type of service (such as, nursing home care, accidents, family planning, or dental care) and plans that only provide extra cash when hospitalized).",40765798,,PhenX - health insurance coverage protocol 011501,Measurement,LOINC ,Clinical Observation,S,63066-5,0.5,,,10/2,,"0, I do NOT have health insurance | 1, I HAVE some kind of health insurance | 777, Prefer not to say",Mapping to LOINC per PhenX protocol Specific question PhenX variable PX011502020100 Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP,Yes,11502,PX011502020100,Exact,,,,,,,,,,
2005200089,2005200089,What type of health insurance do you have?,Measurement,AIREADI,Clinical Observation,S,63066-5,2024-04-11,2099-12-31,Null,skos:broadMatch,0.5,63066-5,px_sdoh_combined_survey,,Original,4/2/2024,Yes,Yes,protected,Yes,px_sdoh_combined_survey,text,,1285,pxhic9,,What type of health insurance do you have?,40765798,,PhenX - health insurance coverage protocol 011501,Measurement,LOINC ,Clinical Observation,S,63066-5,0.5,,,10/2,,,Mapping to LOINC per PhenX protocol Specific question PhenX variable PX011502020200 Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP,Yes,11502,PX011502020200,Exact,,,,,,,,,,
2005200090,2005200090,About how long has it been since you last saw a doctor or other health care professional about your health?,Observation,AIREADI,Observable Entity,S,840643003,2024-04-11,2099-12-31,Null,skos:closeMatch,0.5,840643003,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1286,pxahc1,,About how long has it been since you last saw a doctor or other health care professional about your health?,3655035,,Date of last examination,Observation,SNOMED,Observable Entity,S,840643003,0.5,,,10/2,,"0, Never | 1, Within the past year (anytime less than 12 months ago) | 2, Within the last 2 years (1 year but less than 2 years ago) | 3, Within the last 3 years (2 years but less than 3 years ago) | 4, Within the last 5 years (3 years but less than 5 years ago) | 5, Within the last 10 years (5 years but less than 10 years ago) | 6, 10 years ago or more | 777, Prefer not to say | 555, Don't know",PhenX: PX270101010000 National Health Survey,Yes,270101,PX270101010000,Exact,,,,,,,,,,
2005200091,2005200091,"Was this a wellness visit, physical, or general purpose check-up?",,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1287,pxahc2,,"Was this a wellness visit, physical, or general purpose check-up?",,,,,PhenX,,,,,,,10/2,,"1, Yes | 0, No | 555, Don't know | 777, Prefer not to say",PhenX: PX270101060200,Yes,270101,PX270101020000,Exact,,,,,,,,,,
2005200092,2005200092,"About how long has it been since you last saw a doctor or other health professional for a wellness visit, physical, or general purpose check-up?",,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1288,pxahc3,,"About how long has it been since you last saw a doctor or other health professional for a wellness visit, physical, or general purpose check-up?",,,,,PhenX,,,,,,,10/2,,"0, Never | 1, Within the past year (anytime less than 12 months ago) | 2, Within the last 2 years (1 year but less than 2 years ago) | 3, Within the last 3 years (2 years but less than 3 years ago) | 4, Within the last 5 years (3 years but less than 5 years ago) | 5, Within the last 10 years (5 years but less than 10 years ago) | 6, 10 years ago or more | 777, Prefer not to say | 555, Don't know",PhenX: PX270101060200,Yes,270101,PX270101030000	,Exact,,,,,,,,,,
2005200093,2005200093,Is there a place that you USUALLY go to if you are sick and need health care? ,,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1289,pxahc4,,Is there a place that you USUALLY go to if you are sick and need health care? ,,,,,PhenX,,,,,,,10/2,,"1, Yes | 0, There is NO place | 2, There is MORE THAN ONE place | 777, Prefer not to say | 555, Don't know",PhenX: PX270101060200,Yes,270101,PX270101040000,Exact,,,,,,,,,,
2005200094,2005200094,"What kind of place is it/do you go to most often? A doctor's office or health center is a place where you see the same doctor or the same group of doctors every visit, where you usually need to make an appointment ahead of time, and where your medical records are on file.Urgent care centers and clinics in a drug store or grocery store are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit.",,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1290,pxahc5,,"What kind of place is it/do you go to most often? A doctor's office or health center is a place where you see the same doctor or the same group of doctors every visit, where you usually need to make an appointment ahead of time, and where your medical records are on file.Urgent care centers and clinics in a drug store or grocery store are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit.",,,,,PhenX,,,,,,,10/2,,"1, A doctor's office or health center | 2, Walk-in clinic, urgent care center, or retail clinic in a pharmacy or grocery store | 3, Emergency room | 4, A VA Medical Center or VA outpatient clinic | 5, Some other place | 6, Does not go to one place most often | 777, Prefer not to say | 555, Don't know",PhenX: PX270101060200,Yes,270101,PX270101050000,Exact,,,,,,,,,,
2005200095,2005200095,"During the past 12 months, how many times have you gone to an urgent care center or a clinic in a drug store or grocery store about your health?Urgent care centers and clinics in drug stores or grocery stores are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit. This is different from a hospital emergency room.",,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,dropdown,,1291,pxahc6,,"During the past 12 months, how many times have you gone to an urgent care center or a clinic in a drug store or grocery store about your health?Urgent care centers and clinics in drug stores or grocery stores are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit. This is different from a hospital emergency room.",,,,,PhenX,,,,,,,10/2,,"0, None | 1, 1 - 10 times | 2, 11 - 19 times | 3, 20 - 29 times | 4, 30 - 39 times | 5, 40 - 49 times | 6, 50 or more times | 777, Prefer not to say | 555, Don't know",PhenX: PX270101060200,Yes,270101,PX270101060100,Exact,,,,,,,,,,
2005200096,2005200096,"During the past 12 months, how many times have you gone to a hospital emergency room about your health?  *This includes emergency room visits that resulted in a hospital admission.",,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,dropdown,,1292,pxahc7,,"During the past 12 months, how many times have you gone to a hospital emergency room about your health?  *This includes emergency room visits that resulted in a hospital admission.",,,,,PhenX,,,,,,,10/2,,"0, None | 1, 1 - 10 times | 2, 11 - 19 times | 3, 20 - 29 times | 4, 30 - 39 times | 5, 40 - 49 times | 6, 50 or more times | 777, Prefer not to say | 555, Don't know",PhenX: PX270101060200,Yes,270101,PX270101070100,Modified,,,,,,,,,,
2005200097,2005200097,"During the past 12 months, have you been hospitalized overnight? (Do not include an overnight stay in the emergency room)",,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1293,pxahc8,,"During the past 12 months, have you been hospitalized overnight? (Do not include an overnight stay in the emergency room)",,,,,PhenX,,,,,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say | 555, Don't know",PhenX: PX270101060200,Yes,270101,PX270101080000,Modified,,,,,,,,,,
2005200098,2005200098,"During the past 12 months, have you DELAYED getting medical care because of the cost?",,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1294,pxahc9,,"During the past 12 months, have you DELAYED getting medical care because of the cost?",,,,,PhenX,,,,,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say | 555, Don't know",PhenX: PX270101060200,Yes,270101,PX270101090000,Exact,,,,,,,,,,
2005200099,2005200099,"During the past 12 months, was there any time when you needed medical care, but DID NOT GET IT because of the cost?",,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1295,pxahc10,,"During the past 12 months, was there any time when you needed medical care, but DID NOT GET IT because of the cost?",,,,,PhenX,,,,,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say | 555, Don't know",PhenX: PX270101060200,Yes,270101,PX270101090000,Exact,,,,,,,,,,
2005200100,2005200100, PhenX SDOH Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,99423-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,99423-6,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,text,,1303,pxsdohstartts,, PhenX SDOH Survey Started Timestamp (from REDCap),1988422,,Time to complete survey,Observation,LOINC,Survey,S,99423-6,0.5,,,10/2,,,,Yes,,,,sec,seconds,8555,,,,,,,
2005200101,2005200101, PhenX SDOH Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,99423-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,99423-6,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,text,,1304,pxsdohcmpts,, PhenX SDOH Survey Completed Timestamp (from REDCap),1988422,,Time to complete survey,Observation,LOINC,Survey,S,99423-6,0.5,,,10/2,,,,Yes,,,,sec,seconds,8555,,,,,,,
2005200102,2005200102, PhenX English Proficiency MetaData,,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,text,,1305,px270201_metadata,, PhenX English Proficiency MetaData,none - OPS,,,,,,,,,,,10/2,,,,Yes,,,,,,,,,,,,,
2005200103,2005200103, PhenX Education Attainment MetaData,,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,text,,1306,px011002_metadata,, PhenX Education Attainment MetaData,none - OPS,,,,,,,,,,,10/2,,,,Yes,,,,,,,,,,,,,
2005200104,2005200104, PhenX Job Security MetaData ,,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,text,,1307,px280301_metadata,, PhenX Job Security MetaData ,none - OPS,,,,,,,,,,,10/2,,,,Yes,,,,,,,,,,,,,
2005200105,2005200105, PhenX Housing Insecurity MetaData ,,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,text,,1308,px281401_metadata,, PhenX Housing Insecurity MetaData ,none - OPS,,,,,,,,,,,10/2,,,,Yes,,,,,,,,,,,,,
2005200106,2005200106, PhenX Prescriptions Affordability MetaData ,,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,text,,1309,px280801_metadata,, PhenX Prescriptions Affordability MetaData ,none - OPS,,,,,,,,,,,10/2,,,,Yes,,,,,,,,,,,,,
2005200107,2005200107, PhenX Health Insurance MetaData,,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,text,,1310,px11502_metadata,, PhenX Health Insurance MetaData,none - OPS,,,,,,,,,,,10/2,,,,Yes,,,,,,,,,,,,,
2005200108,2005200108, PhenX Health Care Access MetaData,,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,text,,1311,px270101_metadata,, PhenX Health Care Access MetaData,none - OPS,,,,,,,,,,,10/2,,,,Yes,,,,,,,,,,,,,
2005200109,2005200109, PhenX Healthcare Discrimination MetaData,,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,text,,1312,px280901_metadata,, PhenX Healthcare Discrimination MetaData,none - OPS,,,,,,,,,,,10/2,,,,Yes,,,,,,,,,,,,,
2005200110,2005200110, PhenX Food Insecurity Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,99423-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,99423-6,px_food_insecurity_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_food_insecurity_survey,text,,1322,pxfistartts,, PhenX Food Insecurity Survey Started Timestamp (from REDCap),1988422,,Time to complete survey,Observation,LOINC,Survey,S,99423-6,0.5,,,10/2,,,,Yes,,,,sec,seconds,8555,,,,,,,
2005200111,2005200111, PhenX Food Insecurity Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,99423-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,99423-6,px_food_insecurity_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_food_insecurity_survey,text,,1323,pxsficmpts,, PhenX Food Insecurity Survey Completed Timestamp (from REDCap),1988422,,Time to complete survey,Observation,LOINC,Survey,S,99423-6,0.5,,,10/2,,,,Yes,,,,sec,seconds,8555,,,,,,,
2005200112,2005200112, PhenX MetaData,,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_food_insecurity_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_food_insecurity_survey,text,,1324,px270301_metadata,, PhenX MetaData,none - OPS,,,,,,,,,,,10/2,,,,Yes,,,,,,,,,,,,,
2005200113,2005200113,There is so much traffic on the streets that it makes it difficult or unpleasant to walk in my neighborhood. Would you say that you...,,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_neighborhood_environment_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_neighborhood_environment_survey,radio,,1335,pxne8,,There is so much traffic on the streets that it makes it difficult or unpleasant to walk in my neighborhood. Would you say that you...,,,,,PhenX,,,,,,,10/2,,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 88, There are no streets or roads in my neighborhood | 555, Don't know/Not sure | 777, Prefer not to say","Phenx Protocol ID 291291.  No publications, no variables enumerated, no LOINC nor SNOMED codes",Yes,291201,PX291201080000,Exact,,,,,,,,,,
2005200114,2005200114,"I see many people being physically active in my neighborhood doing things like walking, jogging, cycling, or playing sports and active games. Would you say that you...",,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_neighborhood_environment_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_neighborhood_environment_survey,radio,,1336,pxne9,,"I see many people being physically active in my neighborhood doing things like walking, jogging, cycling, or playing sports and active games. Would you say that you...",,,,,PhenX,,,,,,,10/2,,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say","Phenx Protocol ID 291291.  No publications, no variables enumerated, no LOINC nor SNOMED codes",Yes,291201,PX291201090000,Exact,,,,,,,,,,
2005200115,2005200115,There are many interesting things to look at while walking in my neighborhood. Would you say you...,,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_neighborhood_environment_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_neighborhood_environment_survey,radio,,1337,pxne10,,There are many interesting things to look at while walking in my neighborhood. Would you say you...,,,,,PhenX,,,,,,,10/2,,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say","Phenx Protocol ID 291291.  No publications, no variables enumerated, no LOINC nor SNOMED codes",Yes,291201,PX291201100000,Exact,,,,,,,,,,
2005200116,2005200116,"How many motor vehicles in working order (e.g., cars, trucks, motorcycles) are there at your household?",,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_neighborhood_environment_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_neighborhood_environment_survey,dropdown,,1338,pxne11,,"How many motor vehicles in working order (e.g., cars, trucks, motorcycles) are there at your household?",,,,,PhenX,,,,,,,10/2,,"0, None | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 or more | 555, Don't know / unsure | 777, Prefer not to say","Phenx Protocol ID 291291.  No publications, no variables enumerated, no LOINC nor SNOMED codes",Yes,291201,PX291201110100,Exact,,,,,,,,,,
2005200117,2005200117,There are many four-way intersections in my neighborhood. Would you say that you...,,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_neighborhood_environment_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_neighborhood_environment_survey,radio,,1339,pxne12,,There are many four-way intersections in my neighborhood. Would you say that you...,,,,,PhenX,,,,,,,10/2,,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 88, There are no streets or roads in my neighborhood | 555, Don't know/Not sure | 777, Prefer not to say","Phenx Protocol ID 291291.  No publications, no variables enumerated, no LOINC nor SNOMED codes",Yes,291201,PX291201120000,Exact,,,,,,,,,,
2005200118,2005200118,"The sidewalks in my neighborhood are well maintained (paved, with few cracks) and not obstructed. Would you say that you...",,AIREADI,,,,2024-04-11,2099-12-31,Null,,,,px_neighborhood_environment_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_neighborhood_environment_survey,radio,,1340,pxne13,,"The sidewalks in my neighborhood are well maintained (paved, with few cracks) and not obstructed. Would you say that you...",,,,,PhenX,,,,,,,10/2,,"1, Strongly disagree | 2, Somewhat disagree | 3, Somewhat agree | 4, Strongly agree | 555, Don't know/Not sure | 777, Prefer not to say","Phenx Protocol ID 291291.  No publications, no variables enumerated, no LOINC nor SNOMED codes",Yes,291201,PX291201130000,Exact,,,,,,,,,,
