FORM_NAME,FIELD_ID,SRC_CODE,SRC_CODE_ID,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,PREDICATE_ID,CONFIDENCE,MODIFIER,NOTES
px_sdoh_combined_survey,,pxahc5,,2005200094,2005200094,"What kind of place is it/do you go to most often? A doctor's office or health center is a place where you see the same doctor or the same group of doctors every visit, where you usually need to make an appointment ahead of time, and where your medical records are on file.Urgent care centers and clinics in a drug store or grocery store are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit.",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_sdoh_combined_survey,,pxahc6,,2005200095,2005200095,"During the past 12 months, how many times have you gone to an urgent care center or a clinic in a drug store or grocery store about your health?Urgent care centers and clinics in drug stores or grocery stores are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit. This is different from a hospital emergency room.",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_sdoh_combined_survey,,pxahc7,,2005200096,2005200096,"During the past 12 months, how many times have you gone to a hospital emergency room about your health?  *This includes emergency room visits that resulted in a hospital admission.",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_sdoh_combined_survey,,pxahc8,,2005200097,2005200097,"During the past 12 months, have you been hospitalized overnight? (Do not include an overnight stay in the emergency room)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_sdoh_combined_survey,,pxahc9,,2005200098,2005200098,"During the past 12 months, have you DELAYED getting medical care because of the cost?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_sdoh_combined_survey,,pxahc10,,2005200099,2005200099,"During the past 12 months, was there any time when you needed medical care, but DID NOT GET IT because of the cost?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_sdoh_combined_survey,,pxsdohstartts,,2005200100,2005200100, PhenX SDOH Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
px_sdoh_combined_survey,,pxsdohcmpts,,2005200101,2005200101, PhenX SDOH Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
px_sdoh_combined_survey,,px270201_metadata,,2005200102,2005200102, PhenX English Proficiency MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_sdoh_combined_survey,,px011002_metadata,,2005200103,2005200103, PhenX Education Attainment MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_sdoh_combined_survey,,px280301_metadata,,2005200104,2005200104, PhenX Job Security MetaData ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_sdoh_combined_survey,,px281401_metadata,,2005200105,2005200105, PhenX Housing Insecurity MetaData ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_sdoh_combined_survey,,px280801_metadata,,2005200106,2005200106, PhenX Prescriptions Affordability MetaData ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_sdoh_combined_survey,,px11502_metadata,,2005200107,2005200107, PhenX Health Insurance MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_sdoh_combined_survey,,px270101_metadata,,2005200108,2005200108, PhenX Health Care Access MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_sdoh_combined_survey,,px280901_metadata,,2005200109,2005200109, PhenX Healthcare Discrimination MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_food_insecurity_survey,,pxsficmpdat,,2005200436,2005200436,Performed date of PhenX Food Insecurity survey,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
px_food_insecurity_survey,,pxfistartts,,2005200110,2005200110, PhenX Food Insecurity Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
px_food_insecurity_survey,,pxsficmpts,,2005200111,2005200111, PhenX Food Insecurity Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
px_food_insecurity_survey,,px270301_metadata,,2005200112,2005200112, PhenX MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_neighborhood_environment_survey,,pxnecmpdat,,2005200437,2005200437,Performed date of  PhenX Neighborhood Enviroment survey ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
px_neighborhood_environment_survey,,pxne8,,2005200113,2005200113,There is so much traffic on the streets that it makes it difficult or unpleasant to walk in my neighborhood. Would you say that you...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_neighborhood_environment_survey,,pxne9,,2005200114,2005200114,"I see many people being physically active in my neighborhood doing things like walking, jogging, cycling, or playing sports and active games. Would you say that you...",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_neighborhood_environment_survey,,pxne10,,2005200115,2005200115,There are many interesting things to look at while walking in my neighborhood. Would you say you...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_neighborhood_environment_survey,,pxne11,,2005200116,2005200116,"How many motor vehicles in working order (e.g., cars, trucks, motorcycles) are there at your household?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_neighborhood_environment_survey,,pxne12,,2005200117,2005200117,There are many four-way intersections in my neighborhood. Would you say that you...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_neighborhood_environment_survey,,pxne13,,2005200118,2005200118,"The sidewalks in my neighborhood are well maintained (paved, with few cracks) and not obstructed. Would you say that you...",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_neighborhood_environment_survey,,pxne14,,2005200119,2005200119,Places for bicycling (such as bike paths) in and around my neighborhood are well maintained and not obstructed. Would you say that you...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_neighborhood_environment_survey,,pxne15,,2005200120,2005200120,There is so much traffic on the streets that it makes it difficult or unpleasant to ride a bicycle in my neighborhood. Would you say that you...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_neighborhood_environment_survey,,pxne16,,2005200121,2005200121,The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_neighborhood_environment_survey,,pxne17,,2005200122,2005200122,There are many places to go within easy walking distance of my home. Would you say that you...,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_neighborhood_environment_survey,,pxnestartts,,2005200123,2005200123, PhenX Neighborhood Enviroment Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
px_neighborhood_environment_survey,,pxnecmpts,,2005200124,2005200124, PhenX Neighborhood Environment Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
px_neighborhood_environment_survey,,px291201_metadata,,2005200125,2005200125, PhenX Neighborhood Environment MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrdcmpdat,,2005200438,2005200438,Performed date of PhenX Racial/Ethnic Discrimination survey ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
px_racial_ethnic_discrimination_survey,,pxrd1,,2005200126,2005200126,How often have you been treated unfairly by teachers and professors because of your race/ethnic group? How often in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd2,,2005200127,2005200127,How often have you been treated unfairly by teachers and professors because of your race/ethnic group? How often in your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd3,,2005200128,2005200128,"How often have you been treated unfairly by teachers and professors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd4,,2005200493,2005200493,"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? How often in the past year?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd5,,2005200494,2005200494,"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? How often in your entire life?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd6,,2005200495,2005200495,"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd7,,2005200496,2005200496,"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? How often in the past year?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd8,,2005200497,2005200497,"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? How often in your entire life?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pdrx9,,2005200498,2005200498,"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd10,,2005200499,2005200499,"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? How often in the past year?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd11,,2005200500,2005200500,"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? How often in your entire life?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd12,,2005200501,2005200501,"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd13,,2005200502,2005200502,How often have you been treated unfairly by strangers because of your race/ethnic group? How often in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd14,,2005200503,2005200503,How often have you been treated unfairly by strangers because of your race/ethnic group? How often in your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd15,,2005200504,2005200504,"How often have you been treated unfairly by strangers because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd16,,2005200505,2005200505,"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? How often in the past year?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd17,,2005200506,2005200506,"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? How often in your entire life?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd18,,2005200507,2005200507,"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd19,,2005200508,2005200508,How often have you been treated unfairly by neighbors because of your race/ethnic group? How often in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd20,,2005200509,2005200509,How often have you been treated unfairly by neighbors because of your race/ethnic group? How often in your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd21,,2005200510,2005200510,"How often have you been treated unfairly by neighbors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd22,,2005200511,2005200511,"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? How often in the past year?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd23,,2005200512,2005200512,"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? How often in your entire life?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd24,,2005200513,2005200513,"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd25,,2005200514,2005200514,How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? How often in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd26,,2005200515,2005200515,How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? How often in your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd27,,2005200516,2005200516,"How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd28,,2005200517,2005200517,"How often have you been accused or suspected of doing something wrong (such as stealing, cheating, not doing your share of the work, or breaking the law) because of your race/ethnic group? How often in the past year?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd29,,2005200518,2005200518,"How often have you been accused or suspected of doing something wrong (such as stealing, cheating, not doing your share of the work, or breaking the law) because of your race/ethnic group? How often in your entire life?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd30,,2005200519,2005200519,"How often have you been accused or suspected of doing something wrong (such as stealing, cheating, not doing your share of the work, or breaking the law) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd31,,2005200520,2005200520,How often have people misunderstood your intentions and motives because of your race/ethnic group? How often in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd32,,2005200521,2005200521,How often have people misunderstood your intentions and motives because of your race/ethnic group? How often in your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd33,,2005200522,2005200522,"How often have people misunderstood your intentions and motives because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd34,,2005200523,2005200523,How often did you want to tell someone off for being racist towards you but didn't say anything? How often in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd35,,2005200524,2005200524,How often did you want to tell someone off for being racist towards you but didn't say anything? How often in your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd36,,2005200525,2005200525,"How often did you want to tell someone off for being racist towards you but didn't say anything? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd37,,2005200526,2005200526,How often have you been really angry about something racist that was done to you? How often in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd38,,2005200527,2005200527,How often have you been really angry about something racist that was done to you? How often in your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd39,,2005200528,2005200528,"How often have you been really angry about something racist that was done to you? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd40,,2005200529,2005200529,"How often have you been forced to take drastic steps (such as filing a grievance, filing a lawsuit, quitting your job, moving away, and other actions) to deal with some racist thing that was done towards you? How often in the past year?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd41,,2005200530,2005200530,"How often have you been forced to take drastic steps (such as filing a grievance, filing a lawsuit, quitting your job, moving away, and other actions) to deal with some racist thing that was done towards you? How often in your entire life?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd42,,2005200531,2005200531,"How often have you been forced to take drastic steps (such as filing a grievance, filing a lawsuit, quitting your job, moving away, and other actions) to deal with some racist thing that was done towards you? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd43,,2005200532,2005200532,How often have you been called a racist name? How often in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd44,,2005200533,2005200533,How often have you been called a racist name? How often in your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd45,,2005200534,2005200534,"How often have you been called a racist name? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd46,,2005200535,2005200535,How often have you gotten into an argument or a fight about something racist that was done to you or done to another member or your race/ethnic group? How often in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd47,,2005200536,2005200536,How often have you gotten into an argument or a fight about something racist that was done to you or done to another member or your race/ethnic group? How often in your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd48,,2005200537,2005200537,"How often have you gotten into an argument or a fight about something racist that was done to you or done to another member or your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd49,,2005200538,2005200538,"How often have you been made fun of, picked on, pushed, shoved, hit or threatened with harm because of your race/ethnic group? How often in the past year?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd50,,2005200539,2005200539,"How often have you been made fun of, picked on, pushed, shoved, hit or threatened with harm because of your race/ethnic group? How often in your entire life?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd51,,2005200540,2005200540,"How often have you been made fun of, picked on, pushed, shoved, hit or threatened with harm because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd52,,2005200541,2005200541,How different would your life be now if you HAD NOT BEEN treated in a racist and unfair way? In the Past Year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd53,,2005200542,2005200542,How different would your life be now if you HAD NOT BEEN treated in a racist and unfair way? In your entire life?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrd54,,2005200543,2005200543,"How different would your life be now if you HAD NOT BEEN treated in a racist and unfair way? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
px_racial_ethnic_discrimination_survey,,pxrdcmpts,,2005200131,2005200131, PhenX Racial/Ethnic Discrimination Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
px_racial_ethnic_discrimination_survey,,pxrdstartts,,2005200132,2005200132, PhenX Racial/Ethnic Discrimination Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
px_racial_ethnic_discrimination_survey,,px281501_metadata,,2005200133,2005200133, PhenX Racial/Ethnic MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
study_enrollment,,visdat,,2005200134,2005200134,Planned date & time of in-person visit,Observation,AIREADI,Observation,S,,skos:exactMatch,1,,185353001
driving_record,,dricmpdat,,2005200135,2005200135,Date driving record assessment conducted,Observation,AIREADI,Observation,S,,skos:exactMatch,1,,90118-1
driving_record,,dri1,,2005200136,2005200136,"In an average week, how many days per week do you normally drive? (number of days)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
driving_record,,dri2,,2005200137,2005200137,About how many miles did you personally drive during the past 12 months in all motorized vehicles?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
device_distribution,,dvamwstdat,,2005200474,2005200474,Date when physical activity monitor was given to patient,Observation,AIREADI,Observation,S,,skos:exactMatch,1,,LA30233-3
device_distribution,,dvcgmstdat,,2005200475,2005200475,Date sensor inserted,Observation,AIREADI,Observation,S,,skos:exactMatch,1,,LA30233-3
device_distribution,,dvenvstdat,,2005200476,2005200476,Date when continuous glucose monitor was given to participant,Observation,AIREADI,Observation,S,,skos:exactMatch,1,,LA30233-3
meds_assessment,,cmcmpdat,,2005200439,2005200439,Performed date of  medications assessment,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
meds_assessment,,cm_asp,,2005200145,2005200145,Have you taken aspirin in the past 2 weeks?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
meds_assessment,,cm_act,,2005200146,2005200146,"Have you taken acetaminophen medicines, such as Tylenol, in the past 2 weeks?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
meds_assessment,,cm_ibp,,2005200147,2005200147,Have you taken ibuprofen or ibuprofen-containing medicines such as Advil or Motrin in the past 2 weeks?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
meds_assessment,,cm_ant,,2005200148,2005200148,"Have you taken antihistamines, such as cold pills or allergy pills, in the past 2 weeks?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
meds_assessment,,cm_dcg,,2005200149,2005200149,"Have you taken decongestants, such as cold pills or allergy pills, in the past 2 weeks?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
meds_assessment,,cm_slp,,2005200150,2005200150,Have you taken sleeping pills in the past 2 weeks?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
current_medications,,cmcmpdat2,,2005200478,2005200478,Date when current medication was collected,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,LA30233-3
current_medications,,cmname,,2005200481,2005200481,Medication Name,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,LA22650-8
current_medications,,cmrouteot,,2005200482,2005200482,"If Other, please specify:",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,LA6310-2
current_medications,,cmtrt,,2005200220,2005200220,RxNorm (assign after visit),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
physical_assessment,,pacmpdat,,2005200440,2005200440,Performed date of physical assessment,Observation,AIREADI,Procedure,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
physical_assessment,,paate,,2005200151,2005200151,How many hours since you last ate? (number of hours),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,301897001
physical_assessment,,waist_vsorres,,2005200152,2005200152,Waist Circumference (cm),Measurement,AIREADI,Observable Entity,S,,skos:exactMatch,1,,276361009
physical_assessment,,hip_vsorres,,2005200153,2005200153,Hip Circumference (cm),Measurement,AIREADI,Observable Entity,S,,skos:exactMatch,1,,284472007
monofilament,,msscmpdat,,2005200444,2005200444,Performed date of monofilament,Observation,AIREADI,Procedure,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
monofilament,,mssrffl,,2005200159,2005200159,Right Foot - Felt:,Measurement,AIREADI,Measurement,S,,skos:exactMatch,1,right foot | 45882337,value_as_concept_id =45882337
monofilament,,mssrftt,,2005200160,2005200160,Right Foot - Tested:,Procedure,AIREADI,Procedure,S,,skos:exactMatch,1,right foot | 45882337,modifier_concept_id =45882337
monofilament,,msslffl,,2005200161,2005200161,Left Foot - Felt:,Measurement,AIREADI,Measurement,S,,skos:exactMatch,1,left foot | 4300877,value_as_concept_id =  4300877
monofilament,,msslftt,,2005200162,2005200162,Left Foot - Tested:,Procedure,AIREADI,Procedure,S,,skos:exactMatch,1,left foot | 4300877,modifier_concept_id =4300877
moca,,mocacmpdattim,,2005200445,2005200445,Performed date of MoCA,Observation,AIREADI,Procedure,S,,skos:exactMatch,1,1035260,Performed on value_as_concept_id = 1035260 | LA30233-3
procedures,,rtfncmpdattim,,2005200164,2005200164,Date & time Fundus - Edion performed,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,90118-1
procedures,,rtfnocmpdattim,,2005200166,2005200166,Date & time Fundus -  Optomed performed,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,90118-1
procedures,,rthracmpdattim,,2005200168,2005200168,Date & time OCT & OCTA - Spectralis HRA OCT performed,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,90118-1
procedures,,rtoctcmpdattim,,2005200170,2005200170,Date & time OCT - Triton OCT performed,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,90118-1
procedures,,rtm2cmpdattim,,2005200172,2005200172,Date & time OCT & OCTA - Maestro2 performed,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,90118-1
procedures,,rtfliocmpdattim,,2005200174,2005200174,Date & time FLIO performed,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
procedures,,rtaccmpdattim,,2005200176,2005200176,Date & time Angioplex - Cirrus 5000 performed,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,90118-1
procedures,,rtekgcmpdattim,,2005200178,2005200178,Date & time Cardiology - EKG - Pagewriter TC30 Cardiograp performed,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,90118-1
lab_results,,lbdattim1,,2005200180,2005200180,Date & time clinical labs performed,Observation,AIREADI,Clinical Observation,S,,skos:exactMatch,1,,90118-1
lab_results,,lbscat_wbc,,2005200182,2005200182,White Blood Cells (WBC) - x10E3/µL,Measurement,AIREADI,Procedure,S,,skos:exactMatch,1,,767002
lab_results,,lbscat_rbc,,2005200183,2005200183,Red Blood Cells (RBC) - x10E6/µL,Measurement,AIREADI,Procedure,S,,skos:exactMatch,1,,14089001
lab_results,,lbscat_a1c,,2005200184,2005200184,Hemoglobin - g/dL,Measurement,AIREADI,Lab Test,S,,skos:exactMatch,1,,718-7
device_return,,dvamwenyn,,2005200555,2005200555,Activity monitor returned?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,42528781 removed in favor of local code
