Origin,Date of Variable Modification,Map to OMOP?,transferred to fairhub (REDCap dataset),Protected or open-source?,Extension Needed,original sort order,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,PREDICATE_ID,CONFIDENCE,MODIFIER,NOTES,NOTES_Outdated,,"Choices, Calculations, OR Slider Labels",Field Note,PhenX Protocol,PhenX_Protocol_ID,PhenX_Variable,PhenX_Exact_or_Modified,Ext_Vocabulary_ID,Ext_Subvocabulary_ID,Ext_Vocabulary_Subcategory,Ext_Domain,Ext_Concept_Name ,Ext_Concept_Code ,REDCAP_ File Fieldname_Naming_Unit,SRC_CODE,SRC_CODE_DESCRITPION,UCUM_Concept_ID
Changed,4/25/2024,Yes,Yes,open-source,Yes,232,diabetes_survey,radio,,1231,dmledu,,"How often would you say that you engage in diabetes health education? (Examples:  consulting with a dietician, attending support groups, reading books on diabetes, using diabetes-focused websites, watching TV shows on health, or using health-focused apps on your phone or tablet)",2005200307,2005200307,"How often would you say that you engage in diabetes health education? (Examples:  consulting with a dietician, attending support groups, reading books on diabetes, using diabetes-focused websites, watching TV shows on health, or using health-focused apps on your phone or tablet)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,398773005,10/2,,"10, Regularly; at least monthly (dietician, support groups, books, websites, apps) | 5, Occasionally; every 2-3 months | 0, Rarely or none | 777, Prefer not to say",,,,,,AIREADI,diabetes_survey,,Observation,"How often would you say that you engage in diabetes health education? (Examples:  consulting with a dietician, attending support groups, reading books on diabetes, using diabetes-focused websites, watching TV shows on health, or using health-focused apps on your phone or tablet)",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,233,diabetes_survey,radio,,1232,dmlfeet,,How often do you inspect your feet?,2005200308,2005200308,How often do you inspect your feet?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,47251000175108,10/2,,"10, Daily or weekly | 5, Monthly | 0, Rarely or none | 777, Prefer not to say",,,,,,AIREADI,diabetes_survey,,Observation,How often do you inspect your feet?,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,234,diabetes_survey,radio,,1233,dmlmd,,Which of the following options best describes you with respect to physician care and medications?,2005200309,2005200309,Which of the following options best describes you with respect to physician care and medications?,Procedure,AIREADI,Survey,S,,skos:exactMatch,1,,410119004,10/2,,"10, 3 or more visits a year to the same doctor. Regular with medicines. | 5, 1-2 visits a year. Forgetting medicines frequently. | 0, Rarely or none. Not taking 1 or more recommended medicines | 777, Prefer not to say",,,,,,AIREADI,diabetes_survey,,Observation,Which of the following options best describes you with respect to physician care and medications?,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,235,diabetes_survey,text,,1234,dmlstartts,,Diabetes Survey Started Timestamp (from REDCap),2005200310,2005200310, Diabetes Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6,10/2,,,,,,,,AIREADI,diabetes_survey,,Observation,Diabetes Survey Started Timestamp (from REDCap),:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,236,diabetes_survey,text,,1235,dmlcmpts,,Diabetes Survey Completed Timestamp (from REDCap),2005200311,2005200311, Diabetes Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6,10/2,,,,,,,,AIREADI,diabetes_survey,,Observation,Diabetes Survey Completed Timestamp (from REDCap),:skos:exactMatch:1:,,,,
Changed,4/30/2024,Yes,Yes,open-source,Yes,237,dietary_survey,text,,1236,dietcmpdat,,Dietary survey date,2005200433,2005200433,Performed date of Dietary survey,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,
Original,4/2/2024,No,No,locked (unavailable),No,238,dietary_survey,text,,1237,crcid_diet,,Interviewer Code,none - OPS,,,,,,,N/A - operational variable,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,239,dietary_survey,checkbox,,1238,diet_nd,,No participant response,915709,,Patient survey results not available,Observation,LOINC,Survey,S,G9604,skos:closeMatch,0.75,,LA10996-9,10/2,,"999, Diet survey not done",,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,240,dietary_survey,radio,,1239,diet1,,How many times a week did you eat fast food meals or snacks?,40771095,,How many times a week did you eat fast food or snacks or pizza in past 7 days [SAMHSA],Observation,LOINC,Survey,S,68510-7,skos:exactMatch,1,,,10/2,,"0, Less than 1 time | 1, 1 - 3 times | 2, 4 or more times | 777, Prefer not to say",,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,241,dietary_survey,radio,,1240,diet2,,How many servings of fruit did you eat each day?,21493059,,Fruit servings 24 hour Estimated,Observation,LOINC,Clinical Observation,S,80457-5,skos:exactMatch,1,,,10/2,,"0, 5 or more | 1, 3 - 4 | 2, 2 or less | 777, Prefer not to say",,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,242,dietary_survey,radio,,1241,diet3,,How many servings of vegetables did you eat each day?,21493061,,Vegetable servings 24 hour Estimated,Observation,LOINC,Clinical Observation,S,80459-1,skos:exactMatch,1,,,10/2,,"0, 5 or more | 1, 3 - 4 | 2, 2 or less | 777, Prefer not to say",,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,243,dietary_survey,radio,,1242,diet4,,How many regular sodas or glasses of sweet tea did you drink each day?,37311745,,Estimated oral intake of sugar sweetened drinks in 24 hours,Observation,SNOMED,Observable Entity,S,818990008,skos:closeMatch,0.75,,,10/2,,"0, Less than 1 | 1, 1 - 2 | 2, 3 or more | 777, Prefer not to say",,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,244,dietary_survey,radio,,1243,diet5,,"How many times a week did you eat beans (like pinto or black beans), chicken, or fish?",2005200059,2005200059,"How many times a week did you eat beans (like pinto or black beans), chicken, or fish?",Observation,AIREADI,Observable Entity,S,,skos:exactMatch,1,,870690008,10/2,,"0, 3 or more times | 1, 1 - 2 times | 2, Less than 1 time | 777, Prefer not to say",,,,,,AIREADI,dietary_survey,,Observation,"How many times a week did you eat beans (like pinto or black beans), chicken, or fish?",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,245,dietary_survey,radio,,1244,diet6,,How many times a week did you eat regular snack chips or crackers (not low-fat)?,2005200060,2005200060,How many times a week did you eat regular snack chips or crackers (not low-fat)?,Observation,AIREADI,Observable Entity,S,,skos:exactMatch,1,,230079003,10/2,,"0, 1 time or less | 1, 2 - 3 times | 2, 4 or more times | 777, Prefer not to say",,,,,,AIREADI,dietary_survey,,Observation,How many times a week did you eat regular snack chips or crackers (not low-fat)?,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,246,dietary_survey,radio,,1245,diet7,,How many times a week did you eat desserts and other sweets (not the low-fat kind)?,2005200061,2005200061,How many times a week did you eat desserts and other sweets (not the low-fat kind)?,Observation,AIREADI,Observable Entity,S,,skos:exactMatch,1,,226463006,10/2,,"0, 1 time or less | 1, 2 - 3 times | 2, 4 or more times | 777, Prefer not to say",,,,,,AIREADI,dietary_survey,,Observation,How many times a week did you eat desserts and other sweets (not the low-fat kind)?,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,247,dietary_survey,radio,,1246,diet8,,"How much margarine, butter, or meat fat do you use to season vegetables or put on potatoes, bread or corn?",2005200062,2005200062,"How much margarine, butter, or meat fat do you use to season vegetables or put on potatoes, bread or corn?",Observation,AIREADI,Observable Entity,S,,skos:exactMatch,1,,870372004,10/2,,"0, Very little | 1, Some | 2, A lot | 777, Prefer not to say",,,,,,AIREADI,dietary_survey,,Observation,"How much margarine, butter, or meat fat do you use to season vegetables or put on potatoes, bread or corn?",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,248,dietary_survey,radio,,1247,diet9,,How many servings of fruit juice did you drink each day?,2005200063,2005200063,How many servings of fruit juice did you drink each day?,Observation,AIREADI,Observable Entity,S,,skos:exactMatch,1,,226389005,10/2,,"0, Less than 1 | 1, 1 - 2 | 2, 3 or more | 777, Prefer not to say",,,,,,AIREADI,dietary_survey,,Observation,How many servings of fruit juice did you drink each day?,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,249,dietary_survey,calc,,1248,dietscore,,Diet score,2005200064,2005200064, Diet score,Measurement,AIREADI,diet score,S,,skos:exactMatch,1,,225388007,10/2,,"sum([diet1],[diet2],[diet3],[diet4],[diet5],[diet6],[diet7],[diet8],[diet9]) - (if([susmkcdur]='1' OR [subrkncf]='1' OR [suwnkncf]='1' OR [sulqkncf]='1' OR [suvpkncf1]='1', 20, 0))",,,,,,AIREADI,dietary_survey,,Observation,Diet score,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,250,dietary_survey,text,,1249,dietstartts,,Dietary Survey Start Timestamp (from REDCap),2005200065,2005200065, Dietary Survey Start Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6,10/2,,,,,,,,AIREADI,dietary_survey,,Observation,Dietary Survey Start Timestamp (from REDCap),:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,251,dietary_survey,text,,1250,dietcmpts,,Dietary Survey Completed Timestamp (from REDCap),2005200066,2005200066, Dietary Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6,10/2,,,,,,,,AIREADI,dietary_survey,,Observation,Dietary Survey Completed Timestamp (from REDCap),:skos:exactMatch:1:,,,,
Changed,4/30/2024,Yes,Yes,open-source,Yes,252,ophthalmic_survey,text,,1251,viacmpdat,,Ophthalmic survey date,2005200434,2005200434,Performed date of Ophthalmic survey ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,
Original,4/2/2024,No,No,locked (unavailable),No,253,ophthalmic_survey,text,,1252,via_crcid,,Interviewer Code,none - OPS,,,,,,,N/A - operational variable,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,254,ophthalmic_survey,checkbox,,1253,via_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,Survey,S,G9604,skos:closeMatch,0.75,,LA10996-9,10/2,,"999, Recruitment survey not done",,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,255,ophthalmic_survey,radio,,1254,via1,,"How much difficulty, if any, do you have in recognizing a friend across the street? Would you say:",2005200067,2005200067,"How much difficulty, if any, do you have in recognizing a friend across the street? Would you say:",Observation,AIREADI,Clinical Finding,S,,skos:exactMatch,1,,424348007,10/2,,"1, No difficulty | 2, A little difficulty | 3, Moderate difficulty | 4, Extreme difficulty | 5, Unable to do because of eyesight | 777, Prefer not to say",,,,,,AIREADI,ophthalmic_survey,,Observation,"How much difficulty, if any, do you have in recognizing a friend across the street? Would you say:",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,256,ophthalmic_survey,radio,,1255,via2,,"How much difficulty, if any, do you have reading print in newspapers, magazines, recipes, menus, or numbers on the telephone? Would you say:",2005200068,2005200068,"How much difficulty, if any, do you have reading print in newspapers, magazines, recipes, menus, or numbers on the telephone? Would you say:",Observation,AIREADI,Clinical Observation,S,,skos:exactMatch,1,,66077-9,10/2,,"1, No difficulty | 2, A little difficulty | 3, Moderate difficulty | 4, Extreme difficulty | 5, Unable to do because of eyesight | 777, Prefer not to say",,,,,,AIREADI,ophthalmic_survey,,Observation,"How much difficulty, if any, do you have reading print in newspapers, magazines, recipes, menus, or numbers on the telephone? Would you say:",:skos:exactMatch:1:,,,,
Original,6/23/2023,Yes,Yes,open-source,No,257,ophthalmic_survey,radio,,1256,via3,,"Because of your eyesight, how much difficulty do you have noticing objects off to the side while you are walking along? Would you say:",40768765,,Level of difficulty seeing objects off to the side,Observation,LOINC,Clinical Observation,S,66082-9,skos:closeMatch,0.75,,,10/2,,"1, No difficulty | 2, A little difficulty | 3, Moderate difficulty | 4, Extreme difficulty | 5, Unable to do because of eyesight | 777, Prefer not to say",,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,258,ophthalmic_survey,radio,,1257,via4,,When was the last time you had your eyes examined by an eye care provider (ophthalmologist or optometrist)? ,40758529,,Date of last eye examination,Observation,LOINC,Clinical Observation,S,55400-6,skos:closeMatch,0.75,,,10/2,,"1, Within the past month (anytime less than 1 month ago) | 2, Within the past year (1 month but less than 12 months ago) | 3, Within the past 2 years (1 year but less than 2 years ago) | 4, 2 or more years ago | 777, Prefer not to say",,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,259,ophthalmic_survey,radio,,1258,via5,,You have indicated that you have not seen an eye care professional in the past 12 months. What is the main reason you have not visited an eye care professional in the past 12 months?,2005200069,2005200069,You have indicated that you have not seen an eye care professional in the past 12 months. What is the main reason you have not visited an eye care professional in the past 12 months?,Observation,AIREADI,Attribute,S,,skos:exactMatch,1,,410666004,10/2,,"1, Cost/Insurance | 2, Do not have/know an eye doctor | 3, Cannot get to the office/clinic (too far away, no transportation) | 4, Could not get an appointment | 5, No reason to go (no problem) | 6, Have not thought of it | 7, Other | 777, Prefer not to say",,,,,,AIREADI,ophthalmic_survey,,Observation,You have indicated that you have not seen an eye care professional in the past 12 months. What is the main reason you have not visited an eye care professional in the past 12 months?,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,260,ophthalmic_survey,radio,,1259,via6,,When was the last time you had an eye exam in which the pupils were dilated? (This would have made you temporarily sensitive to bright light),2005200070,2005200070,When was the last time you had an eye exam in which the pupils were dilated? (This would have made you temporarily sensitive to bright light),Procedure,AIREADI,Procedure,S,,skos:exactMatch,1,,424986007,10/2,,"1, Within the past month (anytime less than 1 month ago) | 2, Within the past year (1 month but less than 12 months ago) | 3, Within the past 2 years (1 year but less than 2 years ago) | 4, 2 or more years ago | 5, Never | 777, Prefer not to say",,,,,,AIREADI,ophthalmic_survey,,Observation,When was the last time you had an eye exam in which the pupils were dilated? (This would have made you temporarily sensitive to bright light),:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,261,ophthalmic_survey,text,,1260,viastartts,,Ophthalmic Survey Started Timestamp (from REDCap),2005200071,2005200071, Ophthalmic Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6,10/2,,,,,,,,AIREADI,ophthalmic_survey,,Observation,Ophthalmic Survey Started Timestamp (from REDCap),:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,262,ophthalmic_survey,text,,1261,viacmpts,,Ophthalmic Survey Completed Timestamp (from REDCap),2005200072,2005200072, Ophthalmic Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6,10/2,,,,,,,,AIREADI,ophthalmic_survey,,Observation,Ophthalmic Survey Completed Timestamp (from REDCap),:skos:exactMatch:1:,,,,
Changed,4/30/2024,Yes,Yes,open-source,Yes,263,px_sdoh_combined_survey,text,,1262,pxsdohcmpdat,,PhenX SDOH survey date,2005200435,2005200435,Performed date of PhenX SDOH survey,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,note that per OMOP vocab this goes in the Measurement Value Domain.,Yes,,,,,,,,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,264,px_sdoh_combined_survey,checkbox,,1263,pxsdoh_nd,,No participant response,915709,,Patient survey results not available,Observation,LOINC,Survey,S,G9604,skos:closeMatch,0.75,,LA10996-9,10/2,,"999, Recruitment survey not done",,Yes,,,,,,,,,,,,,
Original,4/2/2024,No,No,locked (unavailable),No,265,px_sdoh_combined_survey,text,,1264,pxsdoh_crcid,,Interviewer Code,none - OPS,,,,,,,N/A - operational variable,,,,,10/2,,,,Yes,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,266,px_sdoh_combined_survey,radio,,1265,pxep1,,Is English your first language?,40757199,,Language.primary is English,Observation,LOINC,Survey,S,52553-5,skos:exactMatch,0.75,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say",,Yes,270201,,,,,,,,,,,,
Changed,5/1/2024,Yes,Yes,open-source,Yes,267,px_sdoh_combined_survey,radio,,1266,pxep2,,Do you speak another language at home?,2005200480,2005200480,Do you speak another language at home?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,LA30188-9,10/2,,"1, Yes | 0, No | 777, Prefer not to say",,Yes,270201,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,268,px_sdoh_combined_survey,radio,,1267,pxep3,,"Since you speak a language other than English at home, we are interested in your own opinion of how well you speak English. Would you say you speak English...?",40769340,,How well do you speak English [NLAAS],Observation,LOINC,Clinical Observation,S,66680-0,skos:closeMatch,1,,,10/2,,"1, Very well, | 2, Well, | 3, Not well | 0, Not at all | 777, Prefer not to say | 555, Don't know",,Yes,270201,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,269,px_sdoh_combined_survey,dropdown,,1268,pxed1,,What is the highest grade or level of school you have completed or the highest degree you have received? ,40766232,,What is the highest grade or level of school you have completed or the highest degree you have received [NHANES],Observation,LOINC,Clinical Observation,S,63504-5,skos:closeMatch,1,,,10/2,,"0, NEVER ATTENDED/KINDERGARTEN ONLY | 1, 1ST Grade | 2, 2ND Grade | 3, 3RD Grade | 4, 4TH Grade | 5, 5TH Grade | 6, 6TH Grade | 7, 7TH Grade | 8, 8TH Grade | 9, 9TH Grade | 10, 10TH Grade | 11, 11TH Grade | 12, 12TH Grade, No diploma | 13, High School Graduate | 14, GED or Equivalent | 15, Some College, No degree | 16, Associate Degree: Occupational, Technical, or Vocational Program | 17, Associate Degree: Academic Program | 18, Bachelor's Degree (Example: BA, AB, BS, BBA) | 19, Master's Degree (Example: MA, MS, MEng, MEd, MBA) | 20, Professional School Degree (Example: MD, DDS, DVM, JD) | 21, Doctoral Degree (Example: PhD, EdD) | 777, Prefer not to say | 555, Don't Know",,Yes,11002,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,270,px_sdoh_combined_survey,radio,,1269,pxji1,,"Thinking about the next 12 months, how likely do you think it is that you will lose your job or be laid off?",2005200073,2005200073,"Thinking about the next 12 months, how likely do you think it is that you will lose your job or be laid off?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,PX280301010000,10/2,,"1, Very likely | 2, Fairly likely | 3, Not too likely | 4, Not at all likely | 5, Will be leaving labor force voluntarily | 555, Don't know | 777, Prefer not to say | 0, Not applicable",,Yes,280301,PX280301010000,Exact,AIREADI,px_sdoh_combined_survey,Job Insecurity ,Observation,"Thinking about the next 12 months, how likely do you think it is that you will lose your job or be laid off?",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,271,px_sdoh_combined_survey,radio,,1270,pxji2,,"About how easy would it be for you to find a job with another employer with approximately the same income and fringe benefits you now have? Would you say very easy, somewhat easy, or not easy at all?",2005200074,2005200074,"About how easy would it be for you to find a job with another employer with approximately the same income and fringe benefits you now have? Would you say very easy, somewhat easy, or not easy at all?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,PX280301020000,10/2,,"1, Very easy | 2, Somewhat easy | 3, Not easy at all | 555, Don't know | 777, Prefer not to say | 0, Not applicable",,Yes,280301,PX280301020000,Exact,AIREADI,px_sdoh_combined_survey,Job Insecurity ,Observation,"About how easy would it be for you to find a job with another employer with approximately the same income and fringe benefits you now have? Would you say very easy, somewhat easy, or not easy at all?",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,272,px_sdoh_combined_survey,radio,,1271,pxhi1,,What is your living situation today?,2005200075,2005200075,What is your living situation today?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,71802-3,10/2,,"1, I have a steady place to live | 2, I have a place to live today, but I am worried about losing it in the future | 0, I do not have a steady place to live (I am temporarily staying with others, in a hotel, in a shelter, living outside on the street, on a beach, in a car, abandoned building, bus or train station, or in a park) | 777, Prefer not to say",PhenX: AHC HRSN screening tool  Not coded,Yes,281401,PX281401010000,Exact,AIREADI,px_sdoh_combined_survey,Housing Insecurity,Observation,What is your living situation today?,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,273,px_sdoh_combined_survey,checkbox,,1272,pxhi2,,Think about the place you live. Do you have problems with any of the following? CHOOSE ALL THAT APPLY ,2005200076,2005200076,Think about the place you live. Do you have problems with any of the following? CHOOSE ALL THAT APPLY ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,10/2,,"1, Pests such as bugs, ants, or mice | 2, Mold | 3, Lead paint or pipes | 4, Lack of heat | 5, Oven or stove not working | 6, Smoke detectors missing or not working | 7, Water leaks | 8, None of the above | 777, Prefer not to say",PhenX: AHC HRSN screening tool  Not coded,Yes,281401,PX281401020000,Exact,AIREADI,px_sdoh_combined_survey,Housing Insecurity,Observation,Think about the place you live. Do you have problems with any of the following? CHOOSE ALL THAT APPLY ,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,274,px_sdoh_combined_survey,radio,,1273,pxpa1,,"In the last 12 months, have you delayed getting prescription medicines because of worry about the cost?",2005200077,2005200077,"In the last 12 months, have you delayed getting prescription medicines because of worry about the cost?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say | 555, Don't know","PhenX: MEPS-HC screening tool, not coded",Yes,280801,PX280801010000,Modified,AIREADI,px_sdoh_combined_survey,Affordability Problems in Accessing Prescriptions,Observation,"In the last 12 months, have you delayed getting prescription medicines because of worry about the cost?",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,275,px_sdoh_combined_survey,radio,,1274,pxpa2,,Did any other person in your household delay getting prescription medicines because of worry about the cost? ,2005200078,2005200078,Did any other person in your household delay getting prescription medicines because of worry about the cost? ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say | 555, Don't know","A wording varaint on  PhenX: MEPS-HC screening tool, not coded",Yes,280801,PX280801010000,Modified,AIREADI,px_sdoh_combined_survey,Affordability Problems in Accessing Prescriptions,Observation,Did any other person in your household delay getting prescription medicines because of worry about the cost? ,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,276,px_sdoh_combined_survey,radio,,1275,pxpa3,,"In the last 12 months, was there any time when you needed prescription medicines, but did not get them because you  couldn't afford it?",2005200079,2005200079,"In the last 12 months, was there any time when you needed prescription medicines, but did not get them because you  couldn't afford it?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say | 555, Don't know","PhenX: MEPS-HC screening tool, not coded",Yes,280801,PX280801030000,Exact,AIREADI,px_sdoh_combined_survey,Affordability Problems in Accessing Prescriptions,Observation,"In the last 12 months, was there any time when you needed prescription medicines, but did not get them because you  couldn't afford it?",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,277,px_sdoh_combined_survey,radio,,1276,pxpa4,,"In the last 12 months, was there any time when anyone else in your household needed prescription medicines, but did not get them because you/they couldn't afford it?",2005200080,2005200080,"In the last 12 months, was there any time when anyone else in your household needed prescription medicines, but did not get them because you/they couldn't afford it?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,,10/2,,"1, Yes | 0, No | 777, Prefer not to say | 555, Don't know","PhenX: MEPS-HC screening tool, not coded",Yes,280801,PX280801030000,Exact,AIREADI,px_sdoh_combined_survey,Affordability Problems in Accessing Prescriptions,Observation,"In the last 12 months, was there any time when anyone else in your household needed prescription medicines, but did not get them because you/they couldn't afford it?",:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,278,px_sdoh_combined_survey,radio,,1277,pxhic1,,Insurance through a current or former employer or union (of yours or another family member's). This would include COBRA coverage.,2005200081,2005200081,Insurance through a current or former employer or union (of yours or another family member's). This would include COBRA coverage.,Measurement,AIREADI,Clinical Observation,S,,skos:exactMatch,1,,63066-5,10/2,,"1, Covered | 0, Not Covered | 999, Not Sure | 777, Prefer not to say",Mapping to LOINC per PhenX protocol Specific question PhenX variable : PX011502010100 Note PhenX also has detailed maps to dBGaP,Yes,11502,PX011502010100,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage ,Observation,Insurance through a current or former employer or union (of yours or another family member's). This would include COBRA coverage.,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,279,px_sdoh_combined_survey,radio,,1278,pxhic2,,"Insurance purchased directly from an insurance company (by you or another family member). This would include coverage purchased through an exchange or marketplace, such as HealthCare.gov",2005200082,2005200082,"Insurance purchased directly from an insurance company (by you or another family member). This would include coverage purchased through an exchange or marketplace, such as HealthCare.gov",Measurement,AIREADI,Clinical Observation,S,,skos:exactMatch,1,,63066-5,10/2,,"1, Covered | 0, Not Covered | 999, Not Sure | 777, Prefer not to say",Mapping to LOINC per PhenX protocol Specific question PhenX variable PX011502010200 Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP,Yes,11502,,,AIREADI,px_sdoh_combined_survey,,,,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,280,px_sdoh_combined_survey,radio,,1279,pxhic3,,"Medicare, for people 65 and older, or people with certain disabilities.",2005200083,2005200083,"Medicare, for people 65 and older, or people with certain disabilities.",Measurement,AIREADI,Clinical Observation,S,,skos:exactMatch,1,,63066-5,10/2,,"1, Covered | 0, Not Covered | 999, Not Sure | 777, Prefer not to say",Mapping to LOINC per PhenX protocol Specific question PhenX variable PX011502010300 Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP Note PhenX also has detailed maps to dBGaP,Yes,11502,PX011502010300,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage,Observation,"Medicare, for people 65 and older, or people with certain disabilities.",:skos:exactMatch:1:,,,,
