Origin,Date_of_Variable_Modification,Map_to_OMOP,transferred_to_fairhub_REDCap_dataset,Protected_or_open-source,Extension_Needed,original_sort_order,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,PREDICATE_ID,CONFIDENCE,MODIFIER,NOTES,NOTES_Outdated,Pre-Extension Predicate_ID,Pre-Extension Confidence,Choices_Calculations_OR_Slider_Labels,Field_Note,PhenX_Protocol,PhenX_Protocol_ID,PhenX_Variable,PhenX_Exact_or_Modified,Ext_Vocabulary_ID,Ext_Subvocabulary_ID,Ext_Vocabulary_Subcategory,Ext_Domain,Ext_Concept_Name ,Ext_Concept_Code ,REDCAP_ File Fieldname_Naming_Unit,SRC_CODE,SRC_CODE_DESCRITPION,UCUM_Concept_ID,Date-Timestamp-AskedByDoc-Metadata Flag
Changed,9/10/2024,Yes,Yes,open-source,Yes,261,ophthalmic_survey,text,,1260,viastartts,,Ophthalmic Survey Started Timestamp (from REDCap),4041097,,Date-time,Observation,SNOMED ,Qualifier Value,S,118575009,skos:closeMatch,0.75,Ophthalmic Survey Started Timestamp (from REDCap),99423-6,10/2,,,,,,,,,AIREADI,ophthalmic_survey,,Observation,Ophthalmic Survey Started Timestamp (from REDCap),118575009:skos:closeMatch:0.75:,,,,,Y
Changed,9/10/2024,Yes,Yes,open-source,Yes,262,ophthalmic_survey,text,,1261,viacmpts,,Ophthalmic Survey Completed Timestamp (from REDCap),4041097,,Date-time,Observation,SNOMED ,Qualifier Value,S,118575009,skos:closeMatch,0.75,Ophthalmic Survey Completed Timestamp (from REDCap),99423-6,10/2,,,,,,,,,AIREADI,ophthalmic_survey,,Observation,Ophthalmic Survey Completed Timestamp (from REDCap),118575009:skos:closeMatch:0.75:,,,,,Y
Changed,4/30/2024,Yes,Yes,open-source,Yes,263,px_sdoh_combined_survey,text,,1262,pxsdohcmpdat,,PhenX SDOH survey date,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,PhenX SDOH survey date,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,,note that per OMOP vocab this goes in the Measurement Value Domain.,Yes,,,,,,,,,,,,,,Y
Changed,9/10/2024,Yes,Yes,open-source,Yes,304,px_sdoh_combined_survey,text,,1303,pxsdohstartts,, PhenX SDOH Survey Started Timestamp (from REDCap),4041097,,Date-time,Observation,SNOMED ,Qualifier Value,S,118575009,skos:closeMatch,0.75, PhenX SDOH Survey Started Timestamp (from REDCap),99423-6,10/2,,,,,Yes,,,,AIREADI,px_sdoh_combined_survey,,, PhenX SDOH Survey Started Timestamp (from REDCap),118575009:skos:closeMatch:0.75:,,sec,seconds,8555,Y
Changed,9/10/2024,Yes,Yes,open-source,Yes,305,px_sdoh_combined_survey,text,,1304,pxsdohcmpts,, PhenX SDOH Survey Completed Timestamp (from REDCap),4041097,,Date-time,Observation,SNOMED ,Qualifier Value,S,118575009,skos:closeMatch,0.75, PhenX SDOH Survey Completed Timestamp (from REDCap),99423-6,10/2,,,,,Yes,,,,AIREADI,px_sdoh_combined_survey,,Observation, PhenX SDOH Survey Completed Timestamp (from REDCap),118575009:skos:closeMatch:0.75:,,sec,seconds,8555,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,306,px_sdoh_combined_survey,text,,1305,px270201_metadata,, PhenX English Proficiency MetaData,2005200102,2005200102, PhenX MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1, PhenX English Proficiency MetaData,,10/2,,,,,Yes,,,,AIREADI,px_sdoh_combined_survey,English Proficiency,Observation, PhenX English Proficiency MetaData,:skos:exactMatch:1:,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,307,px_sdoh_combined_survey,text,,1306,px011002_metadata,, PhenX Education Attainment MetaData,2005200102,2005200102, PhenX MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1, PhenX Education Attainment MetaData,,10/2,,,,,Yes,,,,AIREADI,px_sdoh_combined_survey,Educational Attainment,Observation, PhenX Education Attainment MetaData,:skos:exactMatch:1:,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,308,px_sdoh_combined_survey,text,,1307,px280301_metadata,, PhenX Job Security MetaData ,2005200102,2005200102, PhenX MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1, PhenX Job Security MetaData ,,10/2,,,,,Yes,,,,AIREADI,px_sdoh_combined_survey,Job Insecurity,Observation, PhenX Job Security MetaData ,:skos:exactMatch:1:,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,309,px_sdoh_combined_survey,text,,1308,px281401_metadata,, PhenX Housing Insecurity MetaData ,2005200102,2005200102, PhenX MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1, PhenX Housing Insecurity MetaData ,,10/2,,,,,Yes,,,,AIREADI,px_sdoh_combined_survey,Housing Insecurity,Observation, PhenX Housing Insecurity MetaData ,:skos:exactMatch:1:,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,310,px_sdoh_combined_survey,text,,1309,px280801_metadata,, PhenX Prescriptions Affordability MetaData ,2005200102,2005200102, PhenX MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1, PhenX Prescriptions Affordability MetaData ,,10/2,,,,,Yes,,,,AIREADI,px_sdoh_combined_survey,Affordability Problems in Accessing Prescriptions,Observation, PhenX Prescriptions Affordability MetaData ,:skos:exactMatch:1:,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,311,px_sdoh_combined_survey,text,,1310,px11502_metadata,, PhenX Health Insurance MetaData,2005200102,2005200102, PhenX MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1, PhenX Health Insurance MetaData,,10/2,,,,,Yes,,,,AIREADI,px_sdoh_combined_survey,Health Insurance coverage,Observation, PhenX Health Insurance MetaData,:skos:exactMatch:1:,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,312,px_sdoh_combined_survey,text,,1311,px270101_metadata,, PhenX Health Care Access MetaData,2005200102,2005200102, PhenX MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1, PhenX Health Care Access MetaData,,10/2,,,,,Yes,,,,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation, PhenX Health Care Access MetaData,:skos:exactMatch:1:,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,313,px_sdoh_combined_survey,text,,1312,px280901_metadata,, PhenX Healthcare Discrimination MetaData,2005200102,2005200102, PhenX MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1, PhenX Healthcare Discrimination MetaData,,10/2,,,,,Yes,,,,AIREADI,px_sdoh_combined_survey,Discrimination in Health Care,Observation, PhenX Healthcare Discrimination MetaData,:skos:exactMatch:1:,,,,,Y
Changed,4/30/2024,Yes,Yes,open-source,Yes,314,px_food_insecurity_survey,text,,1313,pxsficmpdat,,PhenX Food Insecurity survey date,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,PhenX Food Insecurity survey date,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,,note that per OMOP vocab this goes in the Measurement Value Domain.,Yes,,,,,,,,,,,,,,Y
Changed,9/10/2024,Yes,Yes,open-source,Yes,323,px_food_insecurity_survey,text,,1322,pxfistartts,,PhenX Food Insecurity Survey Started Timestamp (from REDCap),4041097,,Date-time,Observation,SNOMED ,Qualifier Value,S,118575009,skos:exactMatch,1,PhenX Food Insecurity Survey Started Timestamp (from REDCap),99423-6,10/2,,,,,Yes,,,,AIREADI,px_food_insecurity_survey,Food Insecurity,Observation,PhenX Food Insecurity Survey Started Timestamp (from REDCap),118575009:skos:exactMatch:1:,,sec,seconds,8555,Y
Changed,9/10/2024,Yes,Yes,open-source,Yes,324,px_food_insecurity_survey,text,,1323,pxsficmpts,,PhenX Food Insecurity Survey Completed Timestamp (from REDCap),4041097,,Date-time,Observation,SNOMED ,Qualifier Value,S,118575009,skos:exactMatch,1,PhenX Food Insecurity Survey Completed Timestamp (from REDCap),99423-6,10/2,,,,,Yes,,,,AIREADI,px_food_insecurity_survey,Food Insecurity,Observation,PhenX Food Insecurity Survey Completed Timestamp (from REDCap),118575009:skos:exactMatch:1:,,sec,seconds,8555,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,325,px_food_insecurity_survey,text,,1324,px270301_metadata,,PhenX MetaData,2005200102,2005200102, PhenX MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1, PhenX Food Insecurity MetaData,,10/2,,,,,Yes,,,,AIREADI,px_food_insecurity_survey,Food Insecurity,Observation,PhenX MetaData,:skos:exactMatch:1:,,,,,Y
Changed,4/30/2024,Yes,Yes,open-source,Yes,326,px_neighborhood_environment_survey,text,,1325,pxnecmpdat,,PhenX Neighborhood Enviroment survey date,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,PhenX Neighborhood Enviroment survey date,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,,note that per OMOP vocab this goes in the Measurement Value Domain.,Yes,291201,,,,,,,,,,,,,Y
Changed,9/10/2024,Yes,Yes,open-source,Yes,346,px_neighborhood_environment_survey,text,,1345,pxnestartts,, PhenX Neighborhood Enviroment Survey Started Timestamp (from REDCap),4041097,,Date-time,Observation,AIREADI,Survey,S,,skos:exactMatch,1, PhenX Neighborhood Enviroment Survey Started Timestamp (from REDCap),99423-6,10/2,,,,,Yes,291201,,,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation, PhenX Neighborhood Enviroment Survey Started Timestamp (from REDCap),:skos:exactMatch:1:,,sec,seconds,8555,Y
Changed,9/10/2024,Yes,Yes,open-source,Yes,347,px_neighborhood_environment_survey,text,,1346,pxnecmpts,, PhenX Neighborhood Environment Survey Completed Timestamp (from REDCap),4041097,,Date-time,Observation,AIREADI,Survey,S,,skos:exactMatch,1, PhenX Neighborhood Environment Survey Completed Timestamp (from REDCap),99423-6,10/2,,,,,Yes,291201,,,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation, PhenX Neighborhood Environment Survey Completed Timestamp (from REDCap),:skos:exactMatch:1:,,sec,seconds,8555,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,348,px_neighborhood_environment_survey,text,,1347,px291201_metadata,, PhenX Neighborhood Environment MetaData,2005200102,2005200102, PhenX MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1, PhenX Neighborhood Environment MetaData,,10/2,,,,,Yes,291201,,,AIREADI,px_neighborhood_environment_survey,Physical Activity - Neighborhood Environment,Observation, PhenX Neighborhood Environment MetaData,:skos:exactMatch:1:,,,,,Y
Changed,4/30/2024,Yes,Yes,open-source,Yes,349,px_racial_ethnic_discrimination_survey,text,,1348,pxrdcmpdat,,PhenX Racial/Ethnic Discrimination survey date,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,PhenX Racial/Ethnic Discrimination survey date,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,,note that per OMOP vocab this goes in the Measurement Value Domain.,Yes,281501,,Exact,,,,,,,,,,,Y
Changed,9/10/2024,Yes,Yes,open-source,Yes,406,px_racial_ethnic_discrimination_survey,text,,1405,pxrdcmpts,,PhenX Racial/Ethnic Discrimination Survey Completed Timestamp (from REDCap),4041097,,Date-time,Observation,SNOMED ,Qualifier Value,S,118575009,skos:exactMatch,1,PhenX Racial/Ethnic Discrimination Survey Completed Timestamp (from REDCap),99423-6,10/2,,,,,Yes,281501,,,AIREADI,px_racial_ethnic_discrimination_survey,Racial/Ethnic Discrimination - Recent and Lifetime,Observation,PhenX Racial/Ethnic Discrimination Survey Completed Timestamp (from REDCap),118575009:skos:exactMatch:1:,,sec,seconds,8555,Y
Changed,9/10/2024,Yes,Yes,open-source,Yes,407,px_racial_ethnic_discrimination_survey,text,,1406,pxrdstartts,,PhenX Racial/Ethnic Discrimination Survey Started Timestamp (from REDCap),4041097,,Date-time,Observation,SNOMED ,Qualifier Value,S,118575009,skos:exactMatch,1,PhenX Racial/Ethnic Discrimination Survey Started Timestamp (from REDCap),99423-6,10/2,,,,,Yes,281501,,,AIREADI,px_racial_ethnic_discrimination_survey,Racial/Ethnic Discrimination - Recent and Lifetime,Observation,PhenX Racial/Ethnic Discrimination Survey Started Timestamp (from REDCap),118575009:skos:exactMatch:1:,,sec,seconds,8555,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,408,px_racial_ethnic_discrimination_survey,text,,1407,px281501_metadata,,PhenX Racial/Ethnic MetaData,4260905,2005200102, PhenX MetaData,Observation,AIREADI,Survey,S,,skos:exactMatch,1, PhenX Racial/Ethnic MetaData,,10/2,,,,,Yes,281501,,,AIREADI,px_racial_ethnic_discrimination_survey,Racial/Ethnic Discrimination - Recent and Lifetime,Observation,PhenX Racial/Ethnic MetaData,:skos:exactMatch:1:,,,,,Y
Changed,4/25/2024,Yes,Yes,open-source,Yes,417,study_enrollment,text,,1416,visdat,,Planned date & time of in-person visit,4260905,,Date,Observation,SNOMED,Qualifier Value,S,410672004,skos:exactMatch,1,Planned date & time of in-person visit,185353001,10/2,,,,,No,,,,AIREADI,study_enrollment,,Observation,Planned date & time of in-person visit,410672004:skos:exactMatch:1:,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,426,driving_record,text,,1425,dricmpdat,,Date driving record assessment conducted,4260905,,Date,Observation,SNOMED,Qualifier Value,S,410672004,skos:exactMatch,1,Date driving record assessment conducted,90118-1,10/2,,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,driving_record,,Observation,Date driving record assessment conducted,410672004:skos:exactMatch:1:,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,436,device_distribution,text,,1435,dvamwstdat,,Date device given to participant,4260905,,Date,Observation,SNOMED,Qualifier Value,S,410672004,skos:exactMatch,1,Date device given to participant,LA30233-3,10/2,,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,442,device_distribution,text,,1441,dvcgmstdat,,Date sensor inserted,4260905,,Date,Observation,SNOMED,Qualifier Value,S,410672004,skos:exactMatch,1,Date sensor inserted,LA30233-3,10/2,,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,449,device_distribution,text,,1448,dvenvstdat,,Date device given to participant,4260905,,Date,Observation,SNOMED,Qualifier Value,S,410672004,skos:exactMatch,1,Date device given to participant,LA30233-3,10/2,,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,,Y
Changed,4/30/2024,Yes,Yes,open-source,Yes,457,meds_assessment,text,,1456,cmcmpdat,,Date medications assessment conducted,4260905,,Date,Observation,SNOMED,Qualifier Value,S,410672004,skos:exactMatch,1,Date medications assessment conducted,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,,Y
Changed,5/2/2024,Yes,Yes,protected,Yes,469,current_medications,text,,1468,cmcmpdat2,,Date current medication collected,4260905,,Date,Observation,SNOMED,Qualifier Value,S,410672004,skos:exactMatch,1,Date current medication collected,LA30233-3,10/2,,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,,Y
Changed,4/30/2024,Yes,Yes,open-source,Yes,478,physical_assessment,text,,1477,pacmpdat,,Date Assessment Performed --- Populated if an in person visit was completed (regardless of the physical assessment was performed),4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,Date Assessment Performed --- Populated if an in person visit was completed (regardless of the physical assessment was performed),Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,,Y
Changed,4/30/2024,Yes,Yes,open-source,Yes,495,bcva,text,,1494,viaocmpdat,,Date BCVA performed,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,Date BCVA performed,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,,Y
Changed,4/30/2024,Yes,Yes,open-source,Yes,518,photopic_mars,text,,1517,plcscmpdat,,Date procedure performed,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,Date procedure performed,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,,Y
Changed,4/30/2024,Yes,Yes,open-source,Yes,558,mesopic_mars,text,,1557,mlcscmpdat,,Date procedure performed,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,Date procedure performed,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,,Y
Changed,4/30/2024,Yes,Yes,open-source,Yes,598,monofilament,text,,1597,msscmpdat,,Date monofilament performed,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,Date monofilament performed,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,,Y
Changed,7/2/2024,Yes,Yes,open-source,Yes,626,moca,text,,1625,mocacmpdattim,,Date time MoCA performed,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,Date time MoCA performed,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,,note that per OMOP vocab this goes in the Measurement Value Domain.,,,,,,,,,,,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,630,procedures,text,,1629,rtfncmpdattim,,Date & time Fundus - Edion performed,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,Date & time Fundus - Edion performed,90118-1,10/2,,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,procedures,,Observation,Date & time Fundus - Edion performed,398166005:skos:closeMatch:0.75:,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,634,procedures,text,,1633,rtfnocmpdattim,,Date & time Fundus -  Optomed performed,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,Date & time Fundus -  Optomed performed,90118-1,10/2,,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,procedures,,Observation,Date & time Fundus -  Optomed performed,398166005:skos:closeMatch:0.75:,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,638,procedures,text,,1637,rthracmpdattim,,Date & time OCT & OCTA - Spectralis HRA OCT performed,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,Date & time OCT & OCTA - Spectralis HRA OCT performed,90118-1,10/2,,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,procedures,,Observation,Date & time OCT & OCTA - Spectralis HRA OCT performed,398166005:skos:closeMatch:0.75:,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,642,procedures,text,,1641,rtoctcmpdattim,,Date & time OCT - Triton OCT performed,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,Date & time OCT - Triton OCT performed,90118-1,10/2,,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,procedures,,Observation,Date & time OCT - Triton OCT performed,398166005:skos:closeMatch:0.75:,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,646,procedures,text,,1645,rtm2cmpdattim,,Date & time OCT & OCTA - Maestro2 performed,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,Date & time OCT & OCTA - Maestro2 performed,90118-1,10/2,,,,,No,,,,AIREADI,procedures,,Observation,Date & time OCT & OCTA - Maestro2 performed,398166005:skos:closeMatch:0.75:,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,650,procedures,text,,1649,rtfliocmpdattim,,Date & time FLIO performed,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,Date & time FLIO performed,,10/2,,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,procedures,,Observation,Date & time FLIO performed,398166005:skos:closeMatch:0.75:,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,654,procedures,text,,1653,rtaccmpdattim,,Date & time Angioplex - Cirrus 5000 performed,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,Date & time Angioplex - Cirrus 5000 performed,90118-1,10/2,,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,procedures,,Observation,Date & time Angioplex - Cirrus 5000 performed,398166005:skos:closeMatch:0.75:,,,,,Y
Changed,5/2/2024,Yes,Yes,open-source,Yes,658,procedures,text,,1657,rtekgcmpdattim,,Date & time Cardiology - EKG - Pagewriter TC30 Cardiograp performed,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,Date & time Cardiology - EKG - Pagewriter TC30 Cardiograp performed,90118-1,10/2,,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,procedures,,Observation,Date & time Cardiology - EKG - Pagewriter TC30 Cardiograp performed,398166005:skos:closeMatch:0.75:,,,,,Y
Changed,4/25/2024,Yes,Yes,open-source,Yes,662,lab_results,text,,1661,lbdattim1,,Date & time clinical labs performed,4160030,,Performed,Observation,SNOMED,Qualifier Value,S,398166005,skos:closeMatch,0.75,Date & time clinical labs performed,90118-1,10/2,,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,lab_results,,Observation,Date & time clinical labs performed,398166005:skos:closeMatch:0.75:,,,,,Y
Changed,4/25/2024,Yes,Yes,open-source,Yes,709,device_return,text,,1708,dvamwendat,,Date device received back from participant,4260905,,Date,Observation,SNOMED,Qualifier Value,S,410672004,skos:exactMatch,1,Date device received back from participant,410671006,10/2,,,,,No,,,,AIREADI,device_return,,Observation,Date device received back from participant,410672004:skos:exactMatch:1:,,,,,Y
Changed,4/25/2024,Yes,Yes,open-source,Yes,714,device_return,text,,1713,dvcgmendat,,Date device received back from participant,4260905,,Date,Observation,SNOMED,Qualifier Value,S,410672004,skos:exactMatch,1,Date device received back from participant,410671006,10/2,,,,,No,,,,AIREADI,device_return,,Observation,Date device received back from participant,410672004:skos:exactMatch:1:,,,,,Y
Changed,4/25/2024,Yes,Yes,open-source,Yes,718,device_return,text,,1717,dvenvendat,,Date device received back from participant,4260905,,Date,Observation,SNOMED,Qualifier Value,S,410672004,skos:exactMatch,1,Date device received back from participant,410671006,10/2,,,,,No,,,,AIREADI,device_return,,Observation,Date device received back from participant,410672004:skos:exactMatch:1:,,,,,Y
Changed,4/25/2024,Yes,Yes,open-source,Yes,731,disposition,text,,1730,eos_dsstdat,,What was the study discontinuation or completion date?,4260905,,Date,Observation,SNOMED,Qualifier Value,S,410672004,skos:exactMatch,1,What was the study discontinuation or completion date?,871441000000107,10/2,,,,,No,,,,AIREADI,disposition,,Observation,What was the study discontinuation or completion date?,410672004:skos:exactMatch:1:,,,,,Y
Changed,5/10/2024,Yes,Yes,open-source,Yes,,retinal_imaging_v2,text,rt_dat,,rt_dat,,Assessment Date,4260905,,Date,Observation,SNOMED,Qualifier Value,S,410672004,skos:exactMatch,1,Assessment Date,Performed on value_as_concept_id = 1035260 | LA30233-3,10/2,,,,,,,,,,,,,,,,,,,Y
