concept_name,SRC_CODE,concept_id,vocabulary_id,domain_id,v6_domain_id,concept_class_id,standard_concept,valid_start_date,valid_end_date,invalid_reason,source
"What is your ancestry or ethnic origin?(Examples: Italian, Jamaican, African American, Cambodian, Cape Verdean, Cherokee, Navajo, Nez Pearce, Norwegian, Dominican, French Canadian, Haitian, Korean, Lebanese, Polish, Nigerian, Mexican, Taiwanese, Ukrainian, and so on.)",ancestry,2005200557,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Activity monitor returned?,dvamwenyn,2005200555,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Less than 30 minutes daily less than 3 days a week,5,2005200313,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
1 time or less,0,2005200243,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
5000 miles or less,1,2005200271,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
"5001 to 10,000 miles",2,2005200272,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
"10,001 to 15.000 miles",3,2005200273,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
"15,001 to 20,000 miles",4,2005200274,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
"More than 20,000 miles",5,2005200275,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Right Foot - Felt:,mssrffl,2005200159,AIREADI,Measurement,survey_conduct,Measurement,S,1/1/1970,,,RedCap
Right Foot - Tested:,mssrftt,2005200160,AIREADI,Procedure,survey_conduct,Procedure,S,1/1/1970,,,RedCap
Left Foot - Felt:,msslffl,2005200161,AIREADI,Measurement,survey_conduct,Measurement,S,1/1/1970,,,RedCap
Left Foot - Tested:,msslftt,2005200162,AIREADI,Procedure,survey_conduct,Procedure,S,1/1/1970,,,RedCap
Could not get an appointment,4,2005200248,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
How many hours since you last ate? (number of hours),paate,2005200151,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
There are no streets or roads in my neighborhood,88,2005200269,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
There are no streets or roads in my neighborhood,88,2005200269,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
There is NO place,0,2005200256,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
There is MORE THAN ONE place,2,2005200257,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Does not go to one place most often,6,2005200261,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Do you inject insulin to control your blood glucose levels?,cmtrt_insln,2005200549,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"Do you use lifestyle changes to control your A1C and blood glucose levels? Examples: regular exercise, avoiding sugary foods and beverages, eating a balanced diet with lots of vegetables, sticking to a consistent eating schedule",cmtrt_lfst,2005200004,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
More than 20 years,98,2005200211,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
More than 50 years,98,2005200212,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
"How many times a week did you eat beans (like pinto or black beans), chicken, or fish?",diet5,2005200059,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How many times a week did you eat regular snack chips or crackers (not low-fat)?,diet6,2005200060,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How many times a week did you eat desserts and other sweets (not the low-fat kind)?,diet7,2005200061,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How much margarine, butter, or meat fat do you use to season vegetables or put on potatoes, bread or corn?",diet8,2005200062,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How many servings of fruit juice did you drink each day?,diet9,2005200063,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Diet score,dietscore,2005200064,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"In an average week, how many days per week do you normally drive? (number of days)",dri1,2005200136,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
About how many miles did you personally drive during the past 12 months in all motorized vehicles?,dri2,2005200137,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
There is so much traffic on the streets that it makes it difficult or unpleasant to walk in my neighborhood. Would you say that you...,pxne8,2005200113,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"I see many people being physically active in my neighborhood doing things like walking, jogging, cycling, or playing sports and active games. Would you say that you...",pxne9,2005200114,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
There are many interesting things to look at while walking in my neighborhood. Would you say you...,pxne10,2005200115,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How many motor vehicles in working order (e.g., cars, trucks, motorcycles) are there at your household?",pxne11,2005200116,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
There are many four-way intersections in my neighborhood. Would you say that you...,pxne12,2005200117,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"The sidewalks in my neighborhood are well maintained (paved, with few cracks) and not obstructed. Would you say that you...",pxne13,2005200118,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Places for bicycling (such as bike paths) in and around my neighborhood are well maintained and not obstructed. Would you say that you...,pxne14,2005200119,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
There is so much traffic on the streets that it makes it difficult or unpleasant to ride a bicycle in my neighborhood. Would you say that you...,pxne15,2005200120,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,pxne16,2005200121,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
There are many places to go within easy walking distance of my home. Would you say that you...,pxne17,2005200122,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often have you been treated unfairly by teachers and professors because of your race/ethnic group? How often in the past year?,pxrd1,2005200126,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often have you been treated unfairly by teachers and professors because of your race/ethnic group? How often in your entire life?,pxrd2,2005200127,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by teachers and professors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd3,2005200128,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? How often in the past year?",pxrd4,2005200493,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? How often in your entire life?",pxrd5,2005200494,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd6,2005200495,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? How often in the past year?",pxrd7,2005200496,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? How often in your entire life?",pxrd8,2005200497,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pdrx9,2005200498,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? How often in the past year?",pxrd10,2005200499,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? How often in your entire life?",pxrd11,2005200500,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd12,2005200501,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often have you been treated unfairly by strangers because of your race/ethnic group? How often in the past year?,pxrd13,2005200502,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often have you been treated unfairly by strangers because of your race/ethnic group? How often in your entire life?,pxrd14,2005200503,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by strangers because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd15,2005200504,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? How often in the past year?",pxrd16,2005200505,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? How often in your entire life?",pxrd17,2005200506,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd18,2005200507,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often have you been treated unfairly by neighbors because of your race/ethnic group? How often in the past year?,pxrd19,2005200508,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often have you been treated unfairly by neighbors because of your race/ethnic group? How often in your entire life?,pxrd20,2005200509,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by neighbors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd21,2005200510,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? How often in the past year?",pxrd22,2005200511,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? How often in your entire life?",pxrd23,2005200512,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd24,2005200513,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? How often in the past year?,pxrd25,2005200514,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? How often in your entire life?,pxrd26,2005200515,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd27,2005200516,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been accused or suspected of doing something wrong (such as stealing, cheating, not doing your share of the work, or breaking the law) because of your race/ethnic group? How often in the past year?",pxrd28,2005200517,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been accused or suspected of doing something wrong (such as stealing, cheating, not doing your share of the work, or breaking the law) because of your race/ethnic group? How often in your entire life?",pxrd29,2005200518,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been accused or suspected of doing something wrong (such as stealing, cheating, not doing your share of the work, or breaking the law) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd30,2005200519,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often have people misunderstood your intentions and motives because of your race/ethnic group? How often in the past year?,pxrd31,2005200520,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often have people misunderstood your intentions and motives because of your race/ethnic group? How often in your entire life?,pxrd32,2005200521,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have people misunderstood your intentions and motives because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd33,2005200522,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often did you want to tell someone off for being racist towards you but didn't say anything? How often in the past year?,pxrd34,2005200523,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often did you want to tell someone off for being racist towards you but didn't say anything? How often in your entire life?,pxrd35,2005200524,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often did you want to tell someone off for being racist towards you but didn't say anything? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd36,2005200525,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often have you been really angry about something racist that was done to you? How often in the past year?,pxrd37,2005200526,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often have you been really angry about something racist that was done to you? How often in your entire life?,pxrd38,2005200527,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been really angry about something racist that was done to you? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd39,2005200528,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been forced to take drastic steps (such as filing a grievance, filing a lawsuit, quitting your job, moving away, and other actions) to deal with some racist thing that was done towards you? How often in the past year?",pxrd40,2005200529,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been forced to take drastic steps (such as filing a grievance, filing a lawsuit, quitting your job, moving away, and other actions) to deal with some racist thing that was done towards you? How often in your entire life?",pxrd41,2005200530,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been forced to take drastic steps (such as filing a grievance, filing a lawsuit, quitting your job, moving away, and other actions) to deal with some racist thing that was done towards you? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd42,2005200531,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often have you been called a racist name? How often in the past year?,pxrd43,2005200532,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often have you been called a racist name? How often in your entire life?,pxrd44,2005200533,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been called a racist name? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd45,2005200534,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often have you gotten into an argument or a fight about something racist that was done to you or done to another member or your race/ethnic group? How often in the past year?,pxrd46,2005200535,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often have you gotten into an argument or a fight about something racist that was done to you or done to another member or your race/ethnic group? How often in your entire life?,pxrd47,2005200536,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you gotten into an argument or a fight about something racist that was done to you or done to another member or your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd48,2005200537,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been made fun of, picked on, pushed, shoved, hit or threatened with harm because of your race/ethnic group? How often in the past year?",pxrd49,2005200538,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been made fun of, picked on, pushed, shoved, hit or threatened with harm because of your race/ethnic group? How often in your entire life?",pxrd50,2005200539,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How often have you been made fun of, picked on, pushed, shoved, hit or threatened with harm because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd51,2005200540,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How different would your life be now if you HAD NOT BEEN treated in a racist and unfair way? In the Past Year?,pxrd52,2005200541,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How different would your life be now if you HAD NOT BEEN treated in a racist and unfair way? In your entire life?,pxrd53,2005200542,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How different would your life be now if you HAD NOT BEEN treated in a racist and unfair way? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",pxrd54,2005200543,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Insurance through a current or former employer or union (of yours or another family member's). This would include COBRA coverage.,pxhic1,2005200081,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"Insurance purchased directly from an insurance company (by you or another family member). This would include coverage purchased through an exchange or marketplace, such as HealthCare.gov",pxhic2,2005200082,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"Medicare, for people 65 and older, or people with certain disabilities.",pxhic3,2005200083,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"Medicaid, Medical Assistance (MA), the Children's Health Insurance Program (CHIP), or any kind of state or government-sponsored assistance. plan based on income or a disability.",pxhic4,2005200084,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"TRICARE or other military health care, including VA health care.",pxhic5,2005200085,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Indian Health Service.,pxhic6,2005200086,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Any other type of health insurance coverage or health coverage plan,pxhic7,2005200087,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"Does this mean you currently have no health insurance or health coverage plan? In answering this question, please exclude plans that pay for only one type of service (such as, nursing home care, accidents, family planning, or dental care) and plans that only provide extra cash when hospitalized).",pxhic8,2005200088,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
What type of health insurance do you have?,pxhic9,2005200089,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
About how long has it been since you last saw a doctor or other health care professional about your health?,pxahc1,2005200090,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"Was this a wellness visit, physical, or general purpose check-up?",pxahc2,2005200091,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"About how long has it been since you last saw a doctor or other health professional for a wellness visit, physical, or general purpose check-up?",pxahc3,2005200092,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Is there a place that you USUALLY go to if you are sick and need health care? ,pxahc4,2005200093,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"What kind of place is it/do you go to most often? A doctor's office or health center is a place where you see the same doctor or the same group of doctors every visit, where you usually need to make an appointment ahead of time, and where your medical records are on file.Urgent care centers and clinics in a drug store or grocery store are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit.",pxahc5,2005200094,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"During the past 12 months, how many times have you gone to an urgent care center or a clinic in a drug store or grocery store about your health?Urgent care centers and clinics in drug stores or grocery stores are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit. This is different from a hospital emergency room.",pxahc6,2005200095,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"During the past 12 months, how many times have you gone to a hospital emergency room about your health?  *This includes emergency room visits that resulted in a hospital admission.",pxahc7,2005200096,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"During the past 12 months, have you been hospitalized overnight? (Do not include an overnight stay in the emergency room)",pxahc8,2005200097,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"During the past 12 months, have you DELAYED getting medical care because of the cost?",pxahc9,2005200098,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"During the past 12 months, was there any time when you needed medical care, but DID NOT GET IT because of the cost?",pxahc10,2005200099,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"Do you take pills to control your A1C and blood glucose levels? Examples: Metformin (Glucophage, Glumetza, Fortamet, Riomet), Glucotrol, Amaryl, DiaBeta, Blynase PresTab, Micronase, Actos, Avandia, Precose, Glyset, Prandin, Starlix, Januvia, Onglyza, Tradjenta, Nesina, Invokana, Farxiga, Jardiance, Welchol, and Cyclocet",cmtrt_a1c,2005200548,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"Do you use other injections to control your blood glucose levels?  Examples: Victoza, Ozempic, Symlin, Tanzeum, and Trulicity",cmtrt_glcs,2005200550,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Have you had any beer or ale in the past year?,subrkncf,2005200024,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"During the average week, how many 12 oz. bottles or cans of beer do you usually drink? (Number of bottles or cans per week)",subrdosfr,2005200025,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Have you had any wine in the past year?,suwnkncf,2005200026,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"During the average week, how many 5 oz. glasses of wine do you usually drink?  The average wine bottle has 5 servings. (Number of glasses per week)",suwndosfr,2005200027,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"Have you had any liquor in the past year, such as brandy, whiskey, vodka, gin, schnapps, cocktails, or liqueurs?",sulqkncf,2005200028,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"During the average week, how many 1.5 oz. of liquor do you usually drink, either as shots or in mixed cocktails? (Number of drinks per week)",sulqdosfr,2005200029,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"Do you drive after having a drink, even if it is only one drink?",sualcdrv,2005200030,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Have you ever vaped or used e-cigarettes?,suvpkncf1,2005200031,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
At what age did you start vaping or using e-cigarettes? (Age started - years old),suvpstage,2005200032,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Do you vape or use e-cigarettes now?,suvpcdur,2005200033,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How many total years have you vaped or used e-cigarettes?,suvptoage,2005200034,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"When you vaped or used e-cigarettes, approximately how many days in a typical week would you use it?",suvpdosfr,2005200035,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"Have you ever used marijuana (cannabis)? (This includes smoking marijuana, using cannabis concentrates, and edibles.)",sumrjkncf,2005200036,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Do you use marijuana now?,sumrjcdur,2005200473,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
In what form do you usually use marijuana?  (check all that apply),sumrjtrt,2005200037,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How many total years have you used marijuana?,sumrjceddur,2005200038,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"When you used marijuana, approximately how many days in a typical week would you use it?",sumrjfr,2005200039,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Medication Name,cmname,2005200481,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Specify other,odristate,2005200485,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Do you speak another language at home?,pxep2,2005200480,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Was your mother or father diagnosed with Type II Diabetes?,fh_dm2ptsp,2005200463,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"If yes, please check all that apply: brother, sister, half-sister, half-brother",fh_dm2sbsp,2005200464,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"Have you been diagnosed with any conditions not listed above? (any condition, not just eyes)",mhoccur_yn,2005200470,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Feeling depressed when you think about living with diabetes,paid_dpr,2005200045,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Method used to complete form,viaomthd,2005200011,AIREADI,Observation,survey_conduct,Attribute,S,1/1/1970,,,RedCap
Rarely or none of the time (< 1 day),0,2005200141,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Some or a little of the time (1-2 days),1,2005200142,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2,2005200143,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
All of the time (5-7 days),3,2005200144,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Rarely or none of the time (< 1 day),0,2005200141,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Some or a little of the time (1-2 days),1,2005200142,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2,2005200143,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
All of the time (5-7 days),3,2005200144,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Rarely or none of the time (< 1 day),0,2005200141,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Some or a little of the time (1-2 days),1,2005200142,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2,2005200143,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
All of the time (5-7 days),3,2005200144,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Rarely or none of the time (< 1 day),0,2005200141,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Some or a little of the time (1-2 days),1,2005200142,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2,2005200143,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
All of the time (5-7 days),3,2005200144,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Rarely or none of the time (< 1 day),3,2005200141,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Some or a little of the time (1-2 days),2,2005200142,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Occasionally or a moderate amount of time (3-4 days),1,2005200143,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
