concept_name,concept_id_1,SRC_CODE,vocabulary_id_1,relationship_id,concept_id_2,temp name,temp domain,vocabulary_id_2,temp class,concept_code_2,temp standard,relationship_valid_start_date,relationship_valid_end_date,invalid_reason,confidence,predicate_id,mapping_source,mapping_justification,mapping_tool,Notes,source
"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? How often in the past year?",2005200505,pxrd16,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? How often in your entire life?",2005200506,pxrd17,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200507,pxrd18,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been treated unfairly by neighbors because of your race/ethnic group? How often in the past year?,2005200508,pxrd19,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been treated unfairly by neighbors because of your race/ethnic group? How often in your entire life?,2005200509,pxrd20,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by neighbors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200510,pxrd21,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? How often in the past year?",2005200511,pxrd22,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? How often in your entire life?",2005200512,pxrd23,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200513,pxrd24,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? How often in the past year?,2005200514,pxrd25,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? How often in your entire life?,2005200515,pxrd26,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200516,pxrd27,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been accused or suspected of doing something wrong (such as stealing, cheating, not doing your share of the work, or breaking the law) because of your race/ethnic group? How often in the past year?",2005200517,pxrd28,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been accused or suspected of doing something wrong (such as stealing, cheating, not doing your share of the work, or breaking the law) because of your race/ethnic group? How often in your entire life?",2005200518,pxrd29,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been accused or suspected of doing something wrong (such as stealing, cheating, not doing your share of the work, or breaking the law) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200519,pxrd30,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have people misunderstood your intentions and motives because of your race/ethnic group? How often in the past year?,2005200520,pxrd31,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have people misunderstood your intentions and motives because of your race/ethnic group? How often in your entire life?,2005200521,pxrd32,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have people misunderstood your intentions and motives because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200522,pxrd33,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often did you want to tell someone off for being racist towards you but didn't say anything? How often in the past year?,2005200523,pxrd34,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often did you want to tell someone off for being racist towards you but didn't say anything? How often in your entire life?,2005200524,pxrd35,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often did you want to tell someone off for being racist towards you but didn't say anything? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200525,pxrd36,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been really angry about something racist that was done to you? How often in the past year?,2005200526,pxrd37,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been really angry about something racist that was done to you? How often in your entire life?,2005200527,pxrd38,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been really angry about something racist that was done to you? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200528,pxrd39,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been forced to take drastic steps (such as filing a grievance, filing a lawsuit, quitting your job, moving away, and other actions) to deal with some racist thing that was done towards you? How often in the past year?",2005200529,pxrd40,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been forced to take drastic steps (such as filing a grievance, filing a lawsuit, quitting your job, moving away, and other actions) to deal with some racist thing that was done towards you? How often in your entire life?",2005200530,pxrd41,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been forced to take drastic steps (such as filing a grievance, filing a lawsuit, quitting your job, moving away, and other actions) to deal with some racist thing that was done towards you? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200531,pxrd42,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been called a racist name? How often in the past year?,2005200532,pxrd43,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been called a racist name? How often in your entire life?,2005200533,pxrd44,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been called a racist name? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200534,pxrd45,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you gotten into an argument or a fight about something racist that was done to you or done to another member or your race/ethnic group? How often in the past year?,2005200535,pxrd46,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you gotten into an argument or a fight about something racist that was done to you or done to another member or your race/ethnic group? How often in your entire life?,2005200536,pxrd47,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you gotten into an argument or a fight about something racist that was done to you or done to another member or your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200537,pxrd48,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been made fun of, picked on, pushed, shoved, hit or threatened with harm because of your race/ethnic group? How often in the past year?",2005200538,pxrd49,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been made fun of, picked on, pushed, shoved, hit or threatened with harm because of your race/ethnic group? How often in your entire life?",2005200539,pxrd50,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been made fun of, picked on, pushed, shoved, hit or threatened with harm because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200540,pxrd51,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How different would your life be now if you HAD NOT BEEN treated in a racist and unfair way? In the Past Year?,2005200541,pxrd52,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How different would your life be now if you HAD NOT BEEN treated in a racist and unfair way? In your entire life?,2005200542,pxrd53,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How different would your life be now if you HAD NOT BEEN treated in a racist and unfair way? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200543,pxrd54,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Insurance through a current or former employer or union (of yours or another family member's). This would include COBRA coverage.,2005200081,pxhic1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Insurance purchased directly from an insurance company (by you or another family member). This would include coverage purchased through an exchange or marketplace, such as HealthCare.gov",2005200082,pxhic2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Medicare, for people 65 and older, or people with certain disabilities.",2005200083,pxhic3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Medicaid, Medical Assistance (MA), the Children's Health Insurance Program (CHIP), or any kind of state or government-sponsored assistance. plan based on income or a disability.",2005200084,pxhic4,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"TRICARE or other military health care, including VA health care.",2005200085,pxhic5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Indian Health Service.,2005200086,pxhic6,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Any other type of health insurance coverage or health coverage plan,2005200087,pxhic7,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Does this mean you currently have no health insurance or health coverage plan? In answering this question, please exclude plans that pay for only one type of service (such as, nursing home care, accidents, family planning, or dental care) and plans that only provide extra cash when hospitalized).",2005200088,pxhic8,AIREADI,,,,,,,,,,,,,,,,,,RedCap
What type of health insurance do you have?,2005200089,pxhic9,AIREADI,,,,,,,,,,,,,,,,,,RedCap
About how long has it been since you last saw a doctor or other health care professional about your health?,2005200090,pxahc1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Was this a wellness visit, physical, or general purpose check-up?",2005200091,pxahc2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"About how long has it been since you last saw a doctor or other health professional for a wellness visit, physical, or general purpose check-up?",2005200092,pxahc3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Is there a place that you USUALLY go to if you are sick and need health care? ,2005200093,pxahc4,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"What kind of place is it/do you go to most often? A doctor's office or health center is a place where you see the same doctor or the same group of doctors every visit, where you usually need to make an appointment ahead of time, and where your medical records are on file.Urgent care centers and clinics in a drug store or grocery store are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit.",2005200094,pxahc5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"During the past 12 months, how many times have you gone to an urgent care center or a clinic in a drug store or grocery store about your health?Urgent care centers and clinics in drug stores or grocery stores are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit. This is different from a hospital emergency room.",2005200095,pxahc6,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"During the past 12 months, how many times have you gone to a hospital emergency room about your health?  *This includes emergency room visits that resulted in a hospital admission.",2005200096,pxahc7,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"During the past 12 months, have you been hospitalized overnight? (Do not include an overnight stay in the emergency room)",2005200097,pxahc8,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"During the past 12 months, have you DELAYED getting medical care because of the cost?",2005200098,pxahc9,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"During the past 12 months, was there any time when you needed medical care, but DID NOT GET IT because of the cost?",2005200099,pxahc10,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Do you take pills to control your A1C and blood glucose levels? Examples: Metformin (Glucophage, Glumetza, Fortamet, Riomet), Glucotrol, Amaryl, DiaBeta, Blynase PresTab, Micronase, Actos, Avandia, Precose, Glyset, Prandin, Starlix, Januvia, Onglyza, Tradjenta, Nesina, Invokana, Farxiga, Jardiance, Welchol, and Cyclocet",2005200548,cmtrt_a1c,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Do you use other injections to control your blood glucose levels?  Examples: Victoza, Ozempic, Symlin, Tanzeum, and Trulicity",2005200550,cmtrt_glcs,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Have you had any beer or ale in the past year?,2005200024,subrkncf,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"During the average week, how many 12 oz. bottles or cans of beer do you usually drink? (Number of bottles or cans per week)",2005200025,subrdosfr,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Have you had any wine in the past year?,2005200026,suwnkncf,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"During the average week, how many 5 oz. glasses of wine do you usually drink?  The average wine bottle has 5 servings. (Number of glasses per week)",2005200027,suwndosfr,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Have you had any liquor in the past year, such as brandy, whiskey, vodka, gin, schnapps, cocktails, or liqueurs?",2005200028,sulqkncf,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"During the average week, how many 1.5 oz. of liquor do you usually drink, either as shots or in mixed cocktails? (Number of drinks per week)",2005200029,sulqdosfr,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Do you drive after having a drink, even if it is only one drink?",2005200030,sualcdrv,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Have you ever vaped or used e-cigarettes?,2005200031,suvpkncf1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
At what age did you start vaping or using e-cigarettes? (Age started - years old),2005200032,suvpstage,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Do you vape or use e-cigarettes now?,2005200033,suvpcdur,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How many total years have you vaped or used e-cigarettes?,2005200034,suvptoage,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"When you vaped or used e-cigarettes, approximately how many days in a typical week would you use it?",2005200035,suvpdosfr,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Have you ever used marijuana (cannabis)? (This includes smoking marijuana, using cannabis concentrates, and edibles.)",2005200036,sumrjkncf,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Do you use marijuana now?,2005200473,sumrjcdur,AIREADI,,,,,,,,,,,,,,,,,,RedCap
In what form do you usually use marijuana?  (check all that apply),2005200037,sumrjtrt,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How many total years have you used marijuana?,2005200038,sumrjceddur,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"When you used marijuana, approximately how many days in a typical week would you use it?",2005200039,sumrjfr,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Medication Name,2005200481,cmname,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Specify other,2005200485,odristate,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Do you speak another language at home?,2005200480,pxep2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Was your mother or father diagnosed with Type II Diabetes?,2005200463,fh_dm2ptsp,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"If yes, please check all that apply: brother, sister, half-sister, half-brother",2005200464,fh_dm2sbsp,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Have you been diagnosed with any conditions not listed above? (any condition, not just eyes)",2005200470,mhoccur_yn,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Feeling depressed when you think about living with diabetes,2005200045,paid_dpr,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Method used to complete form,2005200011,viaomthd,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
RxNorm (assign after visit),2005200220,cmtrt,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Unit (Record the dose unit of the dose of concomitant medication/treatment/therapy taken (e.g., mg.)).",2005200221,cmdosu,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Puff,2005200222,13,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"In a typical week, how often do you engage in vigorous exercise? (Examples: hiking, jogging at 6 mph, shoveling, carrying heavy loads, bicycling fast (14-16 mph), playing basketball, playing soccer, playing tennis, or any activity during which you cannot say more than a few words without taking a breath)",2005200277,dmlvex,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often would you say that you engage in daily home exercise? (Examples: stretching, calisthenics, or yoga)",2005200278,dmlhex,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"When reflecting on your typical eating habits, which of the following options best describes how often you consume simple sugars?",2005200305,dmlsugar,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"In a typical day, how often do you consume whole grains? (Examples: include whole wheat, brown bread, or brown rice).",2005200306,dmlgrain,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often would you say that you engage in diabetes health education? (Examples: consulting with a dietician, attending support groups, reading books on diabetes, using diabetes-focused websites, watching TV shows on health, or using health-focused apps on your phone or tablet)",2005200307,dmledu,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often do you inspect your feet?,2005200308,dmlfeet,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Which of the following options best describes you with respect to physician care and medications?,2005200309,dmlmd,AIREADI,,,,,,,,,,,,,,,,,,RedCap
At least 30 minutes daily 3 or more days a week,2005200312,10,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Active (stairs, walks, housework)",2005200314,10,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Somewhat active,2005200315,5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Not Active (TV, computer, phone, use lifts)",2005200316,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Doing daily or almost daily,2005200317,10,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Irregular; once or twice a week,2005200318,5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Rarely eat sweets,2005200319,10,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Occasionally eat sweets,2005200320,5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Frequently eat sweets,2005200321,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Usually eat whole grain,2005200322,10,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Rarely eat whole grain,2005200323,5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Usually eat white bread or white rice,2005200324,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Eat small portions and avoid second servings,2005200325,10,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Occasionally limit portions,2005200326,5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Rarely or none; eat at buffets and restaurants with large portions,2005200327,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
4-5 servings or pieces of fruits and raw vegetables per day,2005200328,10,AIREADI,,,,,,,,,,,,,,,,,,RedCap
1-3 servings or pieces per day,2005200329,5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Regularly; at least monthly (dietician, support groups, books, websites, apps)",2005200330,10,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Occasionally; every 2-3 months,2005200331,5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
3 or more visits a year to the same doctor. Regular with medicines.,2005200332,10,AIREADI,,,,,,,,,,,,,,,,,,RedCap
1-2 visits a year. Forgetting medicines frequently.,2005200333,5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Rarely or none. Not taking 1 or more recommended medicines,2005200334,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Less than 1 time,2005200238,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
1 - 3 times,2005200239,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
5 or more,2005200240,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
2 or less,2005200241,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
5 or more,2005200240,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
2 or less,2005200241,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Less than 1,2005200242,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Less than 1 time,2005200238,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
1 time or less,2005200243,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Less than 1,2005200242,0,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Did the subject complete the study?,2005200192,eos_ds,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Did not meet Inclusion/Exclusion criteria,2005200280,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Withdrawal by Subject,2005200281,3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Geographic Inaccessibility,2005200282,4,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Currently enrolled in a conflicting study,2005200283,6,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Protocol Deviation,2005200284,9,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Individual was under age 40,2005200285,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Individual is not needed at this time for recruitment goals,2005200286,3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Individual had Type 1 Diabetes,2005200287,4,AIREADI,,,,,,,,,,,,,,,,,,RedCap
In Person (Baseline),2005200288,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Drivers license state,2005200138,dristate,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Were either of your parents diagnosed with Type II Diabetes?,2005200018,fh_dm2pt,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a sibling been diagnosed with Type II Diabetes?,2005200019,fh_dm2sb,AIREADI,,,,,,,,,,,,,,,,,,RedCap
White Blood Cells (WBC) - x10E3/µL,2005200182,lbscat_wbc,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Red Blood Cells (RBC) - x10E6/µL,2005200183,lbscat_rbc,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Hemoglobin [Mass/volume] in Blood,3000963,lbscat_a1c,LOINC,,,,,,,,,,,,,,,,,,RedCap
Have you taken aspirin in the past 2 weeks?,2005200145,cm_asp,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Have you taken acetaminophen medicines, such as Tylenol, in the past 2 weeks?",2005200146,cm_act,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Have you taken ibuprofen or ibuprofen-containing medicines such as Advil or Motrin in the past 2 weeks?,2005200147,cm_ibp,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Have you taken antihistamines, such as cold pills or allergy pills, in the past 2 weeks?",2005200148,cm_ant,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Have you taken decongestants, such as cold pills or allergy pills, in the past 2 weeks?",2005200149,cm_dcg,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Have you taken sleeping pills in the past 2 weeks?,2005200150,cm_slp,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How much difficulty, if any, do you have in recognizing a friend across the street? Would you say:",2005200067,via1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How much difficulty, if any, do you have reading print in newspapers, magazines, recipes, menus, or numbers on the telephone? Would you say:",2005200068,via2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
You have indicated that you have not seen an eye care professional in the past 12 months. What is the main reason you have not visited an eye care professional in the past 12 months?,2005200069,via5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
When was the last time you had an eye exam in which the pupils were dilated? (This would have made you temporarily sensitive to bright light),2005200070,via6,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Within the past 2 years (1 year but less than 2 years ago),2005200244,3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Cost/Insurance,2005200245,1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Do not have/know an eye doctor,2005200246,2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Cannot get to the office/clinic (too far away, no transportation)",2005200247,3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
No reason to go (no problem),2005200249,5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Have not thought of it,2005200250,6,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Within the past 2 years (1 year but less than 2 years ago),2005200244,3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Feeling scared when you think about living with diabetes,2005200044,paid_scrd,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Worrying about the future and the possibility of serious complications,2005200046,paid_wr,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Feeling that diabetes is taking up too much of your mental and physical energy every day,2005200047,paid_eng,AIREADI,,,,,,,,,,,,,,,,,,RedCap
