concept_name,concept_id_1,SRC_CODE,vocabulary_id_1,relationship_id,concept_id_2,temp name,temp domain,vocabulary_id_2,temp class,concept_code_2,temp standard,relationship_valid_start_date,relationship_valid_end_date,invalid_reason,confidence,predicate_id,mapping_source,mapping_justification,mapping_tool,Notes,source
Survey Completed Timestamp,2005200559,scrcmpts,AIREADI,,44788181,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,sustartts,AIREADI,,4294901,,,,,,,,,,,,,,,,RedCap
Survey Completed Timestamp,2005200559,sucmpts,AIREADI,,44788181,,,,,,,,,,,,,,,,RedCap
"What is your ancestry or ethnic origin?(Examples: Italian, Jamaican, African American, Cambodian, Cape Verdean, Cherokee, Navajo, Nez Pearce, Norwegian, Dominican, French Canadian, Haitian, Korean, Lebanese, Polish, Nigerian, Mexican, Taiwanese, Ukrainian, and so on.)",2005200557,ancestry,AIREADI,,45880188,,,,,,,,,,,,,,,,RedCap
Activity monitor returned?,2005200555,dvamwenyn,AIREADI,,42528781,,,,,,,,,,,,,,,,RedCap
Less than 30 minutes daily less than 3 days a week,2005200313,5,AIREADI,,27789000,,,,,,,,,,,,,,,,RedCap
1 time or less,2005200243,0,AIREADI,,45882431,,,,,,,,,,,,,,,,RedCap
5000 miles or less,2005200271,1,AIREADI,,4151655,,,,,,,,,,,,,,,,RedCap
"5001 to 10,000 miles",2005200272,2,AIREADI,,4151655,,,,,,,,,,,,,,,,RedCap
"10,001 to 15.000 miles",2005200273,3,AIREADI,,4151655,,,,,,,,,,,,,,,,RedCap
"15,001 to 20,000 miles",2005200274,4,AIREADI,,4151655,,,,,,,,,,,,,,,,RedCap
"More than 20,000 miles",2005200275,5,AIREADI,,4151655,,,,,,,,,,,,,,,,RedCap
Right Foot - Felt:,2005200159,mssrffl,AIREADI,,45882337,,,,,,,,,,,,,,,,RedCap
Right Foot - Tested:,2005200160,mssrftt,AIREADI,,45882337,,,,,,,,,,,,,,,,RedCap
Left Foot - Felt:,2005200161,msslffl,AIREADI,,45876849,,,,,,,,,,,,,,,,RedCap
Left Foot - Tested:,2005200162,msslftt,AIREADI,,45876849,,,,,,,,,,,,,,,,RedCap
Could not get an appointment,2005200248,4,AIREADI,,1989310,,,,,,,,,,,,,,,,RedCap
How many hours since you last ate? (number of hours),2005200151,paate,AIREADI,,4200039,,,,,,,,,,,,,,,,RedCap
There are no streets or roads in my neighborhood,2005200269,88,AIREADI,,4030757        ,,,,,,,,,,,,,,,,RedCap
There are no streets or roads in my neighborhood,2005200269,88,AIREADI,,4030757        ,,,,,,,,,,,,,,,,RedCap
There is NO place,2005200256,0,AIREADI,,3198235,,,,,,,,,,,,,,,,RedCap
There is MORE THAN ONE place,2005200257,2,AIREADI,,3198236,,,,,,,,,,,,,,,,RedCap
Does not go to one place most often,2005200261,6,AIREADI,,4192764,,,,,,,,,,,,,,,,RedCap
Do you inject insulin to control your blood glucose levels?,2005200549,cmtrt_insln,AIREADI,,440922,,,,,,,,,,,,,,,,RedCap
"Do you use lifestyle changes to control your A1C and blood glucose levels? Examples: regular exercise, avoiding sugary foods and beverages, eating a balanced diet with lots of vegetables, sticking to a consistent eating schedule",2005200004,cmtrt_lfst,AIREADI,,607008,,,,,,,,,,,,,,,,RedCap
More than 20 years,2005200211,98,AIREADI,,903655,,,,,,,,,,,,,,,,RedCap
More than 50 years,2005200212,98,AIREADI,,4010847,,,,,,,,,,,,,,,,RedCap
"How many times a week did you eat beans (like pinto or black beans), chicken, or fish?",2005200059,diet5,AIREADI,,4025583,,,,,,,,,,,,,,,,RedCap
How many times a week did you eat regular snack chips or crackers (not low-fat)?,2005200060,diet6,AIREADI,,4044783,,,,,,,,,,,,,,,,RedCap
How many times a week did you eat desserts and other sweets (not the low-fat kind)?,2005200061,diet7,AIREADI,,4025584,,,,,,,,,,,,,,,,RedCap
"How much margarine, butter, or meat fat do you use to season vegetables or put on potatoes, bread or corn?",2005200062,diet8,AIREADI,,3663241,,,,,,,,,,,,,,,,RedCap
How many servings of fruit juice did you drink each day?,2005200063,diet9,AIREADI,,4025566,,,,,,,,,,,,,,,,RedCap
Diet score,2005200064,dietscore,AIREADI,,4021174,,,,,,,,,,,,,,,,RedCap
"In an average week, how many days per week do you normally drive? (number of days)",2005200136,dri1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
About how many miles did you personally drive during the past 12 months in all motorized vehicles?,2005200137,dri2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
There is so much traffic on the streets that it makes it difficult or unpleasant to walk in my neighborhood. Would you say that you...,2005200113,pxne8,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"I see many people being physically active in my neighborhood doing things like walking, jogging, cycling, or playing sports and active games. Would you say that you...",2005200114,pxne9,AIREADI,,,,,,,,,,,,,,,,,,RedCap
There are many interesting things to look at while walking in my neighborhood. Would you say you...,2005200115,pxne10,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How many motor vehicles in working order (e.g., cars, trucks, motorcycles) are there at your household?",2005200116,pxne11,AIREADI,,,,,,,,,,,,,,,,,,RedCap
There are many four-way intersections in my neighborhood. Would you say that you...,2005200117,pxne12,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"The sidewalks in my neighborhood are well maintained (paved, with few cracks) and not obstructed. Would you say that you...",2005200118,pxne13,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Places for bicycling (such as bike paths) in and around my neighborhood are well maintained and not obstructed. Would you say that you...,2005200119,pxne14,AIREADI,,,,,,,,,,,,,,,,,,RedCap
There is so much traffic on the streets that it makes it difficult or unpleasant to ride a bicycle in my neighborhood. Would you say that you...,2005200120,pxne15,AIREADI,,,,,,,,,,,,,,,,,,RedCap
The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,2005200121,pxne16,AIREADI,,,,,,,,,,,,,,,,,,RedCap
There are many places to go within easy walking distance of my home. Would you say that you...,2005200122,pxne17,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been treated unfairly by teachers and professors because of your race/ethnic group? How often in the past year?,2005200126,pxrd1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been treated unfairly by teachers and professors because of your race/ethnic group? How often in your entire life?,2005200127,pxrd2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by teachers and professors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200128,pxrd3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? How often in the past year?",2005200493,pxrd4,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? How often in your entire life?",2005200494,pxrd5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200495,pxrd6,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? How often in the past year?",2005200496,pxrd7,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? How often in your entire life?",2005200497,pxrd8,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200498,pdrx9,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? How often in the past year?",2005200499,pxrd10,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? How often in your entire life?",2005200500,pxrd11,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200501,pxrd12,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been treated unfairly by strangers because of your race/ethnic group? How often in the past year?,2005200502,pxrd13,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been treated unfairly by strangers because of your race/ethnic group? How often in your entire life?,2005200503,pxrd14,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by strangers because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200504,pxrd15,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? How often in the past year?",2005200505,pxrd16,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? How often in your entire life?",2005200506,pxrd17,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200507,pxrd18,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been treated unfairly by neighbors because of your race/ethnic group? How often in the past year?,2005200508,pxrd19,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been treated unfairly by neighbors because of your race/ethnic group? How often in your entire life?,2005200509,pxrd20,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by neighbors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200510,pxrd21,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? How often in the past year?",2005200511,pxrd22,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? How often in your entire life?",2005200512,pxrd23,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by institutions (schools, universities, law firms, the police, the courts, the Department of Social Services, the Unemployment Office and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200513,pxrd24,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? How often in the past year?,2005200514,pxrd25,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? How often in your entire life?,2005200515,pxrd26,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been treated unfairly by people that you thought were your friends because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200516,pxrd27,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been accused or suspected of doing something wrong (such as stealing, cheating, not doing your share of the work, or breaking the law) because of your race/ethnic group? How often in the past year?",2005200517,pxrd28,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been accused or suspected of doing something wrong (such as stealing, cheating, not doing your share of the work, or breaking the law) because of your race/ethnic group? How often in your entire life?",2005200518,pxrd29,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been accused or suspected of doing something wrong (such as stealing, cheating, not doing your share of the work, or breaking the law) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200519,pxrd30,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have people misunderstood your intentions and motives because of your race/ethnic group? How often in the past year?,2005200520,pxrd31,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have people misunderstood your intentions and motives because of your race/ethnic group? How often in your entire life?,2005200521,pxrd32,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have people misunderstood your intentions and motives because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200522,pxrd33,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often did you want to tell someone off for being racist towards you but didn't say anything? How often in the past year?,2005200523,pxrd34,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often did you want to tell someone off for being racist towards you but didn't say anything? How often in your entire life?,2005200524,pxrd35,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often did you want to tell someone off for being racist towards you but didn't say anything? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200525,pxrd36,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been really angry about something racist that was done to you? How often in the past year?,2005200526,pxrd37,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been really angry about something racist that was done to you? How often in your entire life?,2005200527,pxrd38,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been really angry about something racist that was done to you? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200528,pxrd39,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been forced to take drastic steps (such as filing a grievance, filing a lawsuit, quitting your job, moving away, and other actions) to deal with some racist thing that was done towards you? How often in the past year?",2005200529,pxrd40,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been forced to take drastic steps (such as filing a grievance, filing a lawsuit, quitting your job, moving away, and other actions) to deal with some racist thing that was done towards you? How often in your entire life?",2005200530,pxrd41,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been forced to take drastic steps (such as filing a grievance, filing a lawsuit, quitting your job, moving away, and other actions) to deal with some racist thing that was done towards you? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200531,pxrd42,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been called a racist name? How often in the past year?,2005200532,pxrd43,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you been called a racist name? How often in your entire life?,2005200533,pxrd44,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been called a racist name? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200534,pxrd45,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you gotten into an argument or a fight about something racist that was done to you or done to another member or your race/ethnic group? How often in the past year?,2005200535,pxrd46,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How often have you gotten into an argument or a fight about something racist that was done to you or done to another member or your race/ethnic group? How often in your entire life?,2005200536,pxrd47,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you gotten into an argument or a fight about something racist that was done to you or done to another member or your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200537,pxrd48,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been made fun of, picked on, pushed, shoved, hit or threatened with harm because of your race/ethnic group? How often in the past year?",2005200538,pxrd49,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been made fun of, picked on, pushed, shoved, hit or threatened with harm because of your race/ethnic group? How often in your entire life?",2005200539,pxrd50,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How often have you been made fun of, picked on, pushed, shoved, hit or threatened with harm because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200540,pxrd51,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How different would your life be now if you HAD NOT BEEN treated in a racist and unfair way? In the Past Year?,2005200541,pxrd52,AIREADI,,,,,,,,,,,,,,,,,,RedCap
How different would your life be now if you HAD NOT BEEN treated in a racist and unfair way? In your entire life?,2005200542,pxrd53,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"How different would your life be now if you HAD NOT BEEN treated in a racist and unfair way? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200543,pxrd54,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Insurance through a current or former employer or union (of yours or another family member's). This would include COBRA coverage.,2005200081,pxhic1,AIREADI,,40765798,,,,,,,,,,,,,,,,RedCap
"Insurance purchased directly from an insurance company (by you or another family member). This would include coverage purchased through an exchange or marketplace, such as HealthCare.gov",2005200082,pxhic2,AIREADI,,40765798,,,,,,,,,,,,,,,,RedCap
"Medicare, for people 65 and older, or people with certain disabilities.",2005200083,pxhic3,AIREADI,,40765798,,,,,,,,,,,,,,,,RedCap
"Medicaid, Medical Assistance (MA), the Children's Health Insurance Program (CHIP), or any kind of state or government-sponsored assistance. plan based on income or a disability.",2005200084,pxhic4,AIREADI,,40765798,,,,,,,,,,,,,,,,RedCap
"TRICARE or other military health care, including VA health care.",2005200085,pxhic5,AIREADI,,40765798,,,,,,,,,,,,,,,,RedCap
Indian Health Service.,2005200086,pxhic6,AIREADI,,40765798,,,,,,,,,,,,,,,,RedCap
Any other type of health insurance coverage or health coverage plan,2005200087,pxhic7,AIREADI,,40765798,,,,,,,,,,,,,,,,RedCap
"Does this mean you currently have no health insurance or health coverage plan? In answering this question, please exclude plans that pay for only one type of service (such as, nursing home care, accidents, family planning, or dental care) and plans that only provide extra cash when hospitalized).",2005200088,pxhic8,AIREADI,,40765798,,,,,,,,,,,,,,,,RedCap
What type of health insurance do you have?,2005200089,pxhic9,AIREADI,,40765798,,,,,,,,,,,,,,,,RedCap
About how long has it been since you last saw a doctor or other health care professional about your health?,2005200090,pxahc1,AIREADI,,3655035,,,,,,,,,,,,,,,,RedCap
"Was this a wellness visit, physical, or general purpose check-up?",2005200091,pxahc2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"About how long has it been since you last saw a doctor or other health professional for a wellness visit, physical, or general purpose check-up?",2005200092,pxahc3,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Is there a place that you USUALLY go to if you are sick and need health care? ,2005200093,pxahc4,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"What kind of place is it/do you go to most often? A doctor's office or health center is a place where you see the same doctor or the same group of doctors every visit, where you usually need to make an appointment ahead of time, and where your medical records are on file.Urgent care centers and clinics in a drug store or grocery store are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit.",2005200094,pxahc5,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"During the past 12 months, how many times have you gone to an urgent care center or a clinic in a drug store or grocery store about your health?Urgent care centers and clinics in drug stores or grocery stores are places where you do not need to make an appointment ahead of time, and do not usually see the same health care provider at each visit. This is different from a hospital emergency room.",2005200095,pxahc6,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"During the past 12 months, how many times have you gone to a hospital emergency room about your health?  *This includes emergency room visits that resulted in a hospital admission.",2005200096,pxahc7,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"During the past 12 months, have you been hospitalized overnight? (Do not include an overnight stay in the emergency room)",2005200097,pxahc8,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"During the past 12 months, have you DELAYED getting medical care because of the cost?",2005200098,pxahc9,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"During the past 12 months, was there any time when you needed medical care, but DID NOT GET IT because of the cost?",2005200099,pxahc10,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Do you take pills to control your A1C and blood glucose levels? Examples: Metformin (Glucophage, Glumetza, Fortamet, Riomet), Glucotrol, Amaryl, DiaBeta, Blynase PresTab, Micronase, Actos, Avandia, Precose, Glyset, Prandin, Starlix, Januvia, Onglyza, Tradjenta, Nesina, Invokana, Farxiga, Jardiance, Welchol, and Cyclocet",2005200548,cmtrt_a1c,AIREADI,,4016042,,,,,,,,,,,,,,,,RedCap
"Do you use other injections to control your blood glucose levels?  Examples: Victoza, Ozempic, Symlin, Tanzeum, and Trulicity",2005200550,cmtrt_glcs,AIREADI,,36714369,,,,,,,,,,,,,,,,RedCap
Have you had any beer or ale in the past year?,2005200024,subrkncf,AIREADI,,4238768,,,,,,,,,,,,,,,,RedCap
"During the average week, how many 12 oz. bottles or cans of beer do you usually drink? (Number of bottles or cans per week)",2005200025,subrdosfr,AIREADI,,40771103,,,,,,,,,,,,,,,,RedCap
Have you had any wine in the past year?,2005200026,suwnkncf,AIREADI,,4238768,,,,,,,,,,,,,,,,RedCap
"During the average week, how many 5 oz. glasses of wine do you usually drink?  The average wine bottle has 5 servings. (Number of glasses per week)",2005200027,suwndosfr,AIREADI,,40771103,,,,,,,,,,,,,,,,RedCap
"Have you had any liquor in the past year, such as brandy, whiskey, vodka, gin, schnapps, cocktails, or liqueurs?",2005200028,sulqkncf,AIREADI,,4238768,,,,,,,,,,,,,,,,RedCap
"During the average week, how many 1.5 oz. of liquor do you usually drink, either as shots or in mixed cocktails? (Number of drinks per week)",2005200029,sulqdosfr,AIREADI,,40771103,,,,,,,,,,,,,,,,RedCap
"Do you drive after having a drink, even if it is only one drink?",2005200030,sualcdrv,AIREADI,,4038703,,,,,,,,,,,,,,,,RedCap
Have you ever vaped or used e-cigarettes?,2005200031,suvpkncf1,AIREADI,,903655,,,,,,,,,,,,,,,,RedCap
At what age did you start vaping or using e-cigarettes? (Age started - years old),2005200032,suvpstage,AIREADI,,903655,,,,,,,,,,,,,,,,RedCap
Do you vape or use e-cigarettes now?,2005200033,suvpcdur,AIREADI,,903655,,,,,,,,,,,,,,,,RedCap
How many total years have you vaped or used e-cigarettes?,2005200034,suvptoage,AIREADI,,903655,,,,,,,,,,,,,,,,RedCap
"When you vaped or used e-cigarettes, approximately how many days in a typical week would you use it?",2005200035,suvpdosfr,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Have you ever used marijuana (cannabis)? (This includes smoking marijuana, using cannabis concentrates, and edibles.)",2005200036,sumrjkncf,AIREADI,,37116660,,,,,,,,,,,,,,,,RedCap
Do you use marijuana now?,2005200473,sumrjcdur,AIREADI,,,,,,,,,,,,,,,,,,RedCap
In what form do you usually use marijuana?  (check all that apply),2005200037,sumrjtrt,AIREADI,,37116660,,,,,,,,,,,,,,,,RedCap
How many total years have you used marijuana?,2005200038,sumrjceddur,AIREADI,,37116660,,,,,,,,,,,,,,,,RedCap
"When you used marijuana, approximately how many days in a typical week would you use it?",2005200039,sumrjfr,AIREADI,,37116660,,,,,,,,,,,,,,,,RedCap
Medication Name,2005200481,cmname,AIREADI,,1031609,,,,,,,,,,,,,,,,RedCap
Specify other,2005200485,odristate,AIREADI,,"45883155",,,,,,,,,,,,,,,,RedCap
Do you speak another language at home?,2005200480,pxep2,AIREADI,,37079013,,,,,,,,,,,,,,,,RedCap
Was your mother or father diagnosed with Type II Diabetes?,2005200463,fh_dm2ptsp,AIREADI,,4334340,,,,,,,,,,,,,,,,RedCap
"If yes, please check all that apply: brother, sister, half-sister, half-brother",2005200464,fh_dm2sbsp,AIREADI,,45880130,,,,,,,,,,,,,,,,RedCap
"Have you been diagnosed with any conditions not listed above? (any condition, not just eyes)",2005200470,mhoccur_yn,AIREADI,,46234759,,,,,,,,,,,,,,,,RedCap
Feeling depressed when you think about living with diabetes,2005200045,paid_dpr,AIREADI,,40546087,,,,,,,,,,,,,,,,RedCap
Method used to complete form,2005200011,viaomthd,AIREADI,,4129438,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,0,AIREADI,,45883771,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,1,AIREADI,,45879198,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,2,AIREADI,,45879593,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,3,AIREADI,,45879199,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,0,AIREADI,,45883771,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,1,AIREADI,,45879198,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,2,AIREADI,,45879593,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,3,AIREADI,,45879199,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,0,AIREADI,,45883771,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,1,AIREADI,,45879198,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,2,AIREADI,,45879593,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,3,AIREADI,,45879199,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,0,AIREADI,,45883771,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,1,AIREADI,,45879198,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,2,AIREADI,,45879593,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,3,AIREADI,,45879199,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,3,AIREADI,,45883771,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,2,AIREADI,,45879198,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,1,AIREADI,,45879593,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,0,AIREADI,,45879199,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,0,AIREADI,,45883771,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,1,AIREADI,,45879198,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,2,AIREADI,,45879593,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,3,AIREADI,,45879199,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,0,AIREADI,,45883771,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,1,AIREADI,,45879198,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,2,AIREADI,,45879593,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,3,AIREADI,,45879199,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,3,AIREADI,,45883771,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,2,AIREADI,,45879198,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,1,AIREADI,,45879593,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,0,AIREADI,,45879199,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,0,AIREADI,,45883771,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,1,AIREADI,,45879198,,,,,,,,,,,,,,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2005200143,2,AIREADI,,45879593,,,,,,,,,,,,,,,,RedCap
All of the time (5-7 days),2005200144,3,AIREADI,,45879199,,,,,,,,,,,,,,,,RedCap
Rarely or none of the time (< 1 day),2005200141,0,AIREADI,,45883771,,,,,,,,,,,,,,,,RedCap
Some or a little of the time (1-2 days),2005200142,1,AIREADI,,45879198,,,,,,,,,,,,,,,,RedCap
