concept_name,concept_id_1,SRC_CODE,vocabulary_id_1,relationship_id,concept_id_2,temp name,temp domain,vocabulary_id_2,temp class,concept_code_2,temp standard,relationship_valid_start_date,relationship_valid_end_date,invalid_reason,confidence,predicate_id,mapping_source,mapping_justification,mapping_tool,Notes,source
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_cvdot,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_strk,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_clsh,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_hbp,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_ua,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_ear,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_pdr,AIREADI,,,,,,,,,,,,,,,,,,RedCap
"Other heart issues (Examples: pacemaker, heart valve disease, open heart surgery)",2005200627,1,AIREADI,,40770062,History of Problems with your heart or circulation [PhenX],Observation,LOINC,Clinical Observation,67434-1,S,,,,0.75,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Stroke,2005200628,1,AIREADI,,40770062,History of Problems with your heart or circulation [PhenX],Observation,LOINC,Clinical Observation,67434-1,S,,,,0.75,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
"Circulation problems (Examples: arteriosclerosis, atherosclerosis, blood clots in lungs or leg veins)",2005200015,1,AIREADI,,40770062,History of Problems with your heart or circulation [PhenX],Observation,LOINC,Clinical Observation,67434-1,S,,,,0.75,skos:relatedMatch,ManualMapping,ManualMappingCuration,,,RedCap
Kidney problems,2005200017,1,AIREADI,,45881016,Kidney,Meas Value,LOINC,Answer,LA4591-9,S,,,,1,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhterm_dm1,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Elevated A1C levels (elevated blood sugars),2005200547,1,AIREADI,,4152671,Hemoglobin A1C - diabetic control interpretation,Measurement,SNOMED,Observable Entity,269823000,S,,,,0.75,skos:relatedMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Started Timestamp,2005200558,cesstartts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,cescmpts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Started Timestamp,2005200558,icfsvyts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,icfcmpts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Started Timestamp,2005200558,dmgstartts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,dmgcmpts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Device returned,2005200589,dcvgmenyn,AIREADI,,44811193,Loan equipment returned,Observation,SNOMED,Clinical Finding,892231000000100,S,,,,0.5,skos:relatedMatch,ManualMapping,ManualMappingCuration,,,RedCap
Device returned,2005200589,dvenvenyn,AIREADI,,44811193,Loan equipment returned,Observation,SNOMED,Clinical Finding,892231000000100,S,,,,0.5,skos:relatedMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Started Timestamp,2005200558,dmlstartts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,dmlcmpts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Started Timestamp,2005200558,dietstartts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,dietcmpts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Started Timestamp,2005200558,faqstartts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,faqcmpts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_circ,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_lbp,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_pd,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_ad,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhcat_adot,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhcat_dmtaot,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_cogn,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_ms,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_cns,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Neurocognitive disorder please specify,2005200455,mhoccur_cnsot,AIREADI,,36309562,Other neurological conditions,Meas Value,LOINC,Answer,LA28880-5,S,,,,1,skos:narrowMatch,ManualMapping,ManualMappingCuration,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_ra,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_oa,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_ca,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Other cancer type please (specify),2005200459,mhoccur_cnrot,AIREADI,,45884514,Other cancer,Meas Value,LOINC,Answer,LA14284-6,S,,,,0.75,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_plm,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_gi,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_rnl,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_obs,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_glc,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_amd,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_crt,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_rvo,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhoccur_ded,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,mhstartts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,mhcmpts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Started Timestamp,2005200558,viastartts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,viacmpts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Started Timestamp,2005200558,paidstartts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,paidcmpts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Started Timestamp,2005200558,preconstartts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,preconcmpts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Started Timestamp,2005200558,pxfistartts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,pxsficmpts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
PhenX MetaData,2005200102,px270301_metadata,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
Survey Started Timestamp,2005200558,pxnestartts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,pxnecmpts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
PhenX MetaData,2005200102,px291201_metadata,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
Survey Started Timestamp,2005200558,pxrdcmpts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,pxrdstartts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
PhenX MetaData,2005200102,px281501_metadata,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
Survey Started Timestamp,2005200558,pxsdohstartts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,pxsdohcmpts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
PhenX MetaData,2005200102,px270201_metadata,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
PhenX MetaData,2005200102,px011002_metadata,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
PhenX MetaData,2005200102,px280301_metadata,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
PhenX MetaData,2005200102,px281401_metadata,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
PhenX MetaData,2005200102,px280801_metadata,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
PhenX MetaData,2005200102,px11502_metadata,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
PhenX MetaData,2005200102,px270101_metadata,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
PhenX MetaData,2005200102,px280901_metadata,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
Survey Started Timestamp,2005200558,recstartts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,reccmpts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mh_a1c,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhterm_dm2,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Has a doctor or other healthcare professional ever told you that you have/had...,2005200014,mhterm_predm,AIREADI,,,,,,,,,,,,,,,,,,RedCap
Survey Started Timestamp,2005200558,scrstartts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,scrcmpts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Started Timestamp,2005200558,sustartts,AIREADI,,4294901,Started,Observation,SNOMED,Qualifier Value,385652002,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Survey Completed Timestamp,2005200559,sucmpts,AIREADI,,44788181,Completed successfully,Observation,SNOMED,Qualifier Value,15501000000100,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
"What is your ancestry or ethnic origin?(Examples: Italian, Jamaican, African American, Cambodian, Cape Verdean, Cherokee, Navajo, Nez Pearce, Norwegian, Dominican, French Canadian, Haitian, Korean, Lebanese, Polish, Nigerian, Mexican, Taiwanese, Ukrainian, and so on.)",2005200557,ancestry,AIREADI,,45880188,Your ancestry or national origin,Meas Value,LOINC,Answer,LA15574-9,S,,,,0.75,skos:relatedMatch,ManualMapping,ManualMappingCuration,,,RedCap
Activity monitor returned?,2005200555,dvamwenyn,AIREADI,,42528781,Wearable device external physiologic monitoring panel,Measurement,LOINC,Clinical Observation,82611-5,S,,,,0.75,skos:relatedMatch,ManualMapping,ManualMappingCuration,,,RedCap
Less than 30 minutes daily less than 3 days a week,2005200313,5,AIREADI,,27789000,,,,,,,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
1 time or less,2005200243,0,AIREADI,,45882431,1 time per week,Meas Value,LOINC,Answer,LA13829-9,S,,,,0.75,skos:relatedMatch,ManualMapping,ManualMappingCuration,,,RedCap
5000 miles or less,2005200271,1,AIREADI,,4151655,Driving assessment,Procedure,SNOMED,Procedure,310859004,S,,,,0.25,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
"5001 to 10,000 miles",2005200272,2,AIREADI,,4151655,Driving assessment,Procedure,SNOMED,Procedure,310859004,S,,,,0.25,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
"10,001 to 15.000 miles",2005200273,3,AIREADI,,4151655,Driving assessment,Procedure,SNOMED,Procedure,310859004,S,,,,0.25,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
"15,001 to 20,000 miles",2005200274,4,AIREADI,,4151655,Driving assessment,Procedure,SNOMED,Procedure,310859004,S,,,,0.25,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
"More than 20,000 miles",2005200275,5,AIREADI,,4151655,Driving assessment,Procedure,SNOMED,Procedure,310859004,S,,,,0.25,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Right Foot - Felt:,2005200159,mssrffl,AIREADI,,45882337,Right leg or foot,Meas Value,LOINC,Answer,LA16381-8,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Right Foot - Tested:,2005200160,mssrftt,AIREADI,,45882337,Right leg or foot,Meas Value,LOINC,Answer,LA16381-8,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Left Foot - Felt:,2005200161,msslffl,AIREADI,,45876849,Left leg or foot,Meas Value,LOINC,Answer,LA16378-4,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Left Foot - Tested:,2005200162,msslftt,AIREADI,,45876849,Left leg or foot,Meas Value,LOINC,Answer,LA16378-4,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Could not get an appointment,2005200248,4,AIREADI,,1989310,Missed scheduled appointment with healthcare provider in past Mo,Observation,LOINC,Clinical Observation,98867-5,S,,,,0,skos:relatedMatch,ManualMapping,ManualMappingCuration,,,RedCap
How many hours since you last ate? (number of hours),2005200151,paate,AIREADI,,4200039,Time of last food intake,Observation,SNOMED,Observable Entity,301897001,S,,,,0.5,skos:relatedMatch,ManualMapping,ManualMappingCuration,,,RedCap
There are no streets or roads in my neighborhood,2005200269,88,AIREADI,,4030757,Neighborhood / workplace safety finding,Observation,SNOMED,Clinical Finding,129685008,S,,,,0.25,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
There are no streets or roads in my neighborhood,2005200269,88,AIREADI,,4030757,Neighborhood / workplace safety finding,Observation,SNOMED,Clinical Finding,129685008,S,,,,0.25,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
There is NO place,2005200256,0,AIREADI,,3198235,Health encounter sites,Place of Service,Nebraska Lexicon,Location,394777002,,,,,0.25,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
There is MORE THAN ONE place,2005200257,2,AIREADI,,3198236,Choline,Drug,Nebraska Lexicon,Substance,65123005,,,,,0.25,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Does not go to one place most often,2005200261,6,AIREADI,,4192764,Health encounter sites,Observation,SNOMED,Location,394777002,,,,,0.25,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Do you inject insulin to control your blood glucose levels?,2005200549,cmtrt_insln,AIREADI,,440922,Diabetic on insulin,Observation,SNOMED,Clinical Finding,170747006,S,,,,0.75,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
"Do you use lifestyle changes to control your A1C and blood glucose levels? Examples: regular exercise, avoiding sugary foods and beverages, eating a balanced diet with lots of vegetables, sticking to a consistent eating schedule",2005200004,cmtrt_lfst,AIREADI,,607008,Able to modify behavior and lifestyle to support health improvement,Observation,SNOMED,Clinical Finding,1148971005,S,,,,0.75,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
More than 20 years,2005200211,98,AIREADI,,903655,Electronic cigarette smoker,Observation,OMOP Extension,Clinical Finding,OMOP5181836,S,,,,0.25,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
More than 50 years,2005200212,98,AIREADI,,4010847,Age more than 50 years,Observation,SNOMED,Clinical Finding,102524005,S,,,,0.75,skos:relatedMatch,ManualMapping,ManualMappingCuration,,,RedCap
"How many times a week did you eat beans (like pinto or black beans), chicken, or fish?",2005200059,diet5,AIREADI,,4025583,Pulse vegetable intake,Observation,SNOMED,Observable Entity,226450000,S,,,,0.25,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
How many times a week did you eat regular snack chips or crackers (not low-fat)?,2005200060,diet6,AIREADI,,4044783,Savory snack intake,Observation,SNOMED,Observable Entity,230079003,S,,,,0.75,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
How many times a week did you eat desserts and other sweets (not the low-fat kind)?,2005200061,diet7,AIREADI,,4025584,Sweets intake,Observation,SNOMED,Observable Entity,226463006,S,,,,0.75,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
"How much margarine, butter, or meat fat do you use to season vegetables or put on potatoes, bread or corn?",2005200062,diet8,AIREADI,,3663241,Fat and oil intake,Observation,SNOMED,Observable Entity,870372004,S,,,,0.75,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
How many servings of fruit juice did you drink each day?,2005200063,diet9,AIREADI,,4025566,Fruit juice intake,Observation,SNOMED,Observable Entity,226389005,S,,,,0.75,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
Diet score,2005200064,dietscore,AIREADI,,4021174,Dietary intake assessment,Procedure,SNOMED,Procedure,225388007,S,,,,0.5,skos:broadMatch,ManualMapping,ManualMappingCuration,,,RedCap
"In an average week, how many days per week do you normally drive? (number of days)",2005200136,dri1,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
About how many miles did you personally drive during the past 12 months in all motorized vehicles?,2005200137,dri2,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
There is so much traffic on the streets that it makes it difficult or unpleasant to walk in my neighborhood. Would you say that you...,2005200113,pxne8,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
"I see many people being physically active in my neighborhood doing things like walking, jogging, cycling, or playing sports and active games. Would you say that you...",2005200114,pxne9,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
There are many interesting things to look at while walking in my neighborhood. Would you say you...,2005200115,pxne10,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
"How many motor vehicles in working order (e.g., cars, trucks, motorcycles) are there at your household?",2005200116,pxne11,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
There are many four-way intersections in my neighborhood. Would you say that you...,2005200117,pxne12,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
"The sidewalks in my neighborhood are well maintained (paved, with few cracks) and not obstructed. Would you say that you...",2005200118,pxne13,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
Places for bicycling (such as bike paths) in and around my neighborhood are well maintained and not obstructed. Would you say that you...,2005200119,pxne14,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
There is so much traffic on the streets that it makes it difficult or unpleasant to ride a bicycle in my neighborhood. Would you say that you...,2005200120,pxne15,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,2005200121,pxne16,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
There are many places to go within easy walking distance of my home. Would you say that you...,2005200122,pxne17,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
How often have you been treated unfairly by teachers and professors because of your race/ethnic group? How often in the past year?,2005200126,pxrd1,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
How often have you been treated unfairly by teachers and professors because of your race/ethnic group? How often in your entire life?,2005200127,pxrd2,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
"How often have you been treated unfairly by teachers and professors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200128,pxrd3,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? How often in the past year?",2005200493,pxrd4,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? How often in your entire life?",2005200494,pxrd5,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
"How often have you been treated unfairly by employers, bosses and supervisors because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200495,pxrd6,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? How often in the past year?",2005200496,pxrd7,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? How often in your entire life?",2005200497,pxrd8,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
"How often have you been treated unfairly by your co-workers, fellow students, and colleagues because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200498,pdrx9,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? How often in the past year?",2005200499,pxrd10,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? How often in your entire life?",2005200500,pxrd11,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
"How often have you been treated unfairly by people in service jobs (by store clerks, waiters, bartenders, bank tellers and others) because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200501,pxrd12,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
How often have you been treated unfairly by strangers because of your race/ethnic group? How often in the past year?,2005200502,pxrd13,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
How often have you been treated unfairly by strangers because of your race/ethnic group? How often in your entire life?,2005200503,pxrd14,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
"How often have you been treated unfairly by strangers because of your race/ethnic group? On a scale of 1-6, how stressful was this for you? 1 = Not at all stressful; 6 = Extremely stressful",2005200504,pxrd15,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? How often in the past year?",2005200505,pxrd16,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
"How often have you been treated unfairly by people in helping jobs (by doctors, nurses, psychiatrists, case workers, dentists, school counselors, therapists, social workers and others) because of your race/ethnic group? How often in your entire life?",2005200506,pxrd17,AIREADI,,,,,,,,,,,,,,ManualMapping,ManualMappingCuration,,,RedCap
