Origin,Date_of_Variable_Modification,Map_to_OMOP,transferred_to_fairhub_REDCap_dataset,Protected_or_open-source,Extension_Needed,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,temp_Question_or_Answer,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_CONCEPT_CODE,TARGET_STANDARD_CONCEPT,PREDICATE_ID,CONFIDENCE,MODIFIER,value_as_concept_id,qualifier_concept_id,qualifier_source_value,NOTES,Choices_Calculations_OR_Slider_Labels
Changed,7/16/2024,No,Yes,open-source,No,demographics_survey,checkbox,,1108,Question,dmg_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,HCPCS,G9604,S,skos:closeMatch,0.75,,,,,LA10996-9,"999, Recruitment survey not done"
Original,7/16/2024,No,Yes,open-source,No,device_distribution,yesno,,1434,Question,dvamwinstr,,Did you provide printed instructions to the participant for this device?,4180631,,Medical equipment or device education,Procedure,SNOMED,Procedure,362978005,S,skos:closeMatch,0.75,,,,,,
Original,7/16/2024,No,Yes,open-source,No,device_distribution,yesno,,1440,Question,dvcgminstr,,Did you provide printed instructions to the participant for this device?,4180631,,Medical equipment or device education,Procedure,SNOMED,Procedure,362978005,S,skos:closeMatch,0.75,,,,,,
Original,7/16/2024,No,Yes,open-source,No,device_distribution,yesno,,1447,Question,dvenvinstr,,Did you provide printed instructions to the participant for this device?,4180631,,Medical equipment or device education,Procedure,SNOMED,Procedure,362978005,S,skos:closeMatch,0.75,,,,,,
Original,7/16/2024,No,Yes,open-source,No,device_distribution,notes,,1449,Question,dvenvreasn,,"If not, please explain (in detail):",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,178291000000101,S,skos:relatedMatch,0.5,,,,,,
Changed,7/16/2024,No,Yes,open-source,No,device_distribution,radio,,1452,Question,dvenvcrcid,,Environmental Sensor,45762337,,Environmental sensor,Device,SNOMED,Physical Object,468916005,S,skos:exactMatch,1,,,,,,"1, Demonstration of use performed | 2, Demonstration of use NOT performed"
Original,7/16/2024,No,Yes,open-source,No,device_distribution,radio,dvrtmthd,2947,Answer,1,dvrtmthd_1,Direct to clinic,none - OPS,,,,,,,,,,,,,,,
Original,7/16/2024,No,Yes,open-source,No,device_distribution,radio,dvrtmthd,2948,Answer,2,dvrtmthd_2,Ship,none - OPS,,,,,,,,,,,,,,,
Deleted,7/16/2024,No,Yes,open-source,No,device_return,yesno,,1710,Question,dvamwdwnd,,Data downloaded/retrieved from device?,0,,,Observation,LOINC,Clinical Observation,82611-5,S,skos:exactMatch,1,,,,,Prev ID: ?,
Original,7/16/2024,No,Yes,open-source,No,device_return,yesno,,1712,Question,dcgemclarityyn,,Was participant data downloaded from Clarity? (.csv file format),none - OPS,,,,,,,,,,,,,,,
Changed,7/16/2024,No,Yes,open-source,No,diabetes_survey,checkbox,,1223,Question,dml_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,HCPCS,G9604,S,skos:closeMatch,0.75,,,,,LA10996-9,"999, Recruitment survey not done"
Changed,7/16/2024,No,Yes,open-source,No,dietary_survey,checkbox,,1238,Question,diet_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,HCPCS,G9604,S,skos:closeMatch,0.75,,,,,LA10996-9,"999, Diet survey not done"
Original,7/16/2024,No,Yes,open-source,No,disposition,yesno,,1725,Question,eos_compen,,Was the participant compensated?,4242890,,Compensation,Observation,SNOMED,Clinical Finding,59811005,S,skos:closeMatch,0.75,,,,,,
Changed,7/16/2024,No,No,locked (unavailable),No,disposition,text,,1726,Question,eos_compenref,,Reference #,0,,Reference documentation,Observation,SNOMED,Qualifier Value,308910008,S,skos:closeMatch,0.75,,,,,4205679,
Changed,7/16/2024,No,Yes,protected,No,disposition,notes,,1727,Question,eos_compenno,,,44788487,,Procedure not completed,Observation,OMOP,Context-dependent,178291000000101,S,skos:relatedMatch,0.5,,,,,,
Original,7/16/2024,Yes,Yes,open-source,No,disposition,radio,,1728,Question,eos_dsdecod,,What was the primary reason the subject discontinued?,4260904,,Reason for,Observation,SNOMED,Attribute,410666004,S,skos:relatedMatch,0.5,,,,,,"1, Did not meet Inclusion/Exclusion criteria | 2, Lost to Follow-up | 3, Withdrawal by Subject | 4, Geographic Inaccessibility | 5, Investigator deemed not appropriate for study | 6, Currently enrolled in a conflicting study | 7, Death | 8, Adverse Event | 9, Protocol Deviation | 888, Other {eos_dsterm}"
Original,7/16/2024,Yes,Yes,open-source,No,disposition,checkbox,,1731,Question,eos_dsdecodie,,Mark questions from Inclusion/Exclusion that were not met.,44811374,,Not eligible for participation in research study,Observation,SNOMED,Clinical Finding,873751000000103,S,skos:relatedMatch,0.75,,,,,,"1, Individual was under age 40 | 2, Individual is pregnant | 3, Individual is not needed at this time for recruitment goals | 4, Individual had Type 1 Diabetes | 888, Other"
Original,7/16/2024,Yes,Yes,open-source,No,disposition,radio,,1732,Question,eos_dsvst,,Provide the last study visit/stage completed:,3655035,,Date of last examination,Observation,SNOMED,Observable Entity,840643003,S,skos:relatedMatch,0.5,,,,,,"0, Signed Consent | 1, Pre-Visit | 2, In Person (Baseline) | 3, Devices Returned"
Original,7/16/2024,No,Yes,open-source,No,disposition,radio,uppdaeot2,3343,Answer,1,uppdaeot2_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,LA33-6,S,skos:exactMatch,1,,,,,,
Original,7/16/2024,No,Yes,open-source,No,disposition,radio,uppdaeot2,3344,Answer,0,uppdaeot2_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,,,
Original,7/16/2024,No,Yes,open-source,No,disposition,radio,eos_dsvst,3364,Answer,3,eos_dsvst_3,Devices Returned,none - OPS,,,,,,,,,,,,,,,
Original,7/16/2024,No,Yes,open-source,No,driving_record,checkbox,,1426,Question,dricmpyn,,,4123211,,Review procedure,Observation,SNOMED,Qualifier Value,288564002,S,skos:broadMatch,0.25,,,,,,"999, Driving assessment NOT done"
Original,7/16/2024,No,Yes,protected,No,driving_record,notes,,1428,Question,drireasn,,"If not completed, why?",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,178291000000101,S,skos:relatedMatch,0.5,,,,,,
Changed,7/16/2024,No,Yes,open-source,No,faq_survey,checkbox,,1033,Question,faq_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,HCPCS,G9604,S,skos:closeMatch,0.75,,,,,LA10996-9,"999, FAQ survey not done"
Changed,7/16/2024,No,Yes,open-source,No,health_survey,checkbox,,1121,Question,mh_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,HCPCS,G9604,S,skos:closeMatch,0.75,,,,,LA10996-9,"999, Recruitment survey not done"
Original,7/16/2024,No,Yes,open-source,No,meds_assessment,checkbox,,1457,Question,cmcmpyn,,,4237617,,Medication monitoring assessment,Procedure,SNOMED,Procedure,4237617,S,skos:closeMatch,0.75,,,,,,"999, Medications assessment not done"
Changed,7/16/2024,No,Yes,protected,No,meds_assessment,notes,,1459,Question,cmreasn,,"If not completed, why? (explain)",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,178291000000101,S,skos:relatedMatch,0.5,,,,,,
Changed,7/16/2024,No,Yes,protected,No,mesopic_mars,notes,,1560,Question,mlcsreasn,,"If not completed, why? (explain)",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,178291000000101,S,skos:relatedMatch,0.5,,,,,,
Original,7/16/2024,No,Yes,open-source,No,monofilament,checkbox,,1598,Question,msscmpyn,,,4047085,,Monofilament foot sensation test,Procedure,SNOMED,Procedure,134388005,S,skos:exactMatch,1,,,,,,"999, Monofilament not done"
Changed,7/16/2024,No,Yes,protected,No,monofilament,notes,,1600,Question,mssreasn,,"If not completed, why? (explain)",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,178291000000101,S,skos:relatedMatch,0.5,,,,,,
Changed,7/16/2024,No,Yes,open-source,No,ophthalmic_survey,checkbox,,1253,Question,via_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,HCPCS,G9604,S,skos:closeMatch,0.75,,,,,LA10996-9,"999, Recruitment survey not done"
Changed,7/16/2024,No,Yes,open-source,No,paid5_dm_survey,checkbox,,1212,Question,paid_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,HCPCS,G9604,S,skos:closeMatch,0.75,,,,,LA10996-9,"999, Recruitment survey not done"
Changed,7/16/2024,No,Yes,protected,No,photopic_mars,notes,,1520,Question,plcsreasn,,"If not completed, why? (explain)",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,178291000000101,S,skos:relatedMatch,0.5,,,,,,
Changed,7/16/2024,No,Yes,protected,No,physical_assessment,notes,,1480,Question,pareasn,,"If not completed, why? (explain)",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,178291000000101,S,skos:relatedMatch,0.5,,,,,,
Changed,7/16/2024,No,Yes,open-source,No,preconsent_survey,checkbox,,1067,Question,precon_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,HCPCS,G9604,S,skos:closeMatch,0.75,,,,,LA10996-9,"999, Pre-consent survey not done"
Changed,7/16/2024,No,Yes,open-source,No,px_food_insecurity_survey,checkbox,,1315,Question,pxfi_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,HCPCS,G9604,S,skos:closeMatch,0.75,,,,,LA10996-9,"999, Recruitment survey not done"
Changed,7/16/2024,No,Yes,open-source,No,px_neighborhood_environment_survey,checkbox,,1327,Question,pxne_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,HCPCS,G9604,S,skos:closeMatch,0.75,,,,,LA10996-9,"999, Recruitment survey not done"
Changed,7/16/2024,No,Yes,open-source,No,px_racial_ethnic_discrimination_survey,checkbox,,1350,Question,pxrd_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,HCPCS,G9604,S,skos:closeMatch,0.75,,,,,LA10996-9,"999, Recruitment survey not done"
Changed,7/16/2024,No,Yes,open-source,No,px_sdoh_combined_survey,checkbox,,1263,Question,pxsdoh_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,HCPCS,G9604,S,skos:closeMatch,0.75,,,,,LA10996-9,"999, Recruitment survey not done"
Changed,7/16/2024,No,Yes,open-source,No,recruitment_survey,checkbox,,1027,Question,recruit_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,HCPCS,G9604,S,skos:closeMatch,0.75,,,,,LA10996-9,"999, Recruitment survey not done"
Changed,7/16/2024,No,Yes,protected,No,retinal_imaging_v2,notes,rt_cmt,,Question,rt_cmt,,Comments,4083205,,Result comments,Observation,SNOMED,Qualifier Value,281296001,S,skos:closeMatch,0.75,,,,,,"ehr, EHR Information|
mail, Mailing Information|
svy, Recruitment & Survey Management|
rec, Recruitment Survey|
faq, FAQ Survey|
scr, Screening Survey|
scrout, Screening Stop Message|
precon, Pre-Consent Survey|
icfs, Consent Survey|
icfa, Staff Consent Attestation Survey|
dicf, Download Consent|
prt, Participant Contact Information Survey|
dmg, Demographics Survey|
mh, Health Survey|
sus, Substance Use Survey|
ces, CESD-10 Survey|
paid, PAID-5 Dm Survey|
dml, Diabetes Survey|
diet, Dietary Survey|
via, Ophthalmic Survey|
pxep, PX SDOH Combined Survey|
pxfi, PX Food Insecurity Survey|
pxne, PX Neighborhood Environment Survey|
pxrd, PX Racial Ethnic Discrimination Survey|
scrn_out, Decline Participation Survey|
enrl, Study Enrollment|
dri, Driving Record|
dv, Device Distribution|
cma, Meds Assessment|
cm, Current Medications|
pa, Physical Assessment|
bcva, BCVA|
plcs, Photopic Mars|
mics, Mesopic Mars|
mss, Monofilament|
moca, MoCA|
ekg, ECG|
rt, Retinal Imaging|
lbr, Lab Results|
lb, Specimen Management|
dc, Return|
cnct, Contact Log|
eos, Disposition|
dmt, Data Management|"
Changed,7/16/2024,No,Yes,open-source,No,screening_survey,checkbox,,1039,Question,screen_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,HCPCS,G9604,S,skos:closeMatch,0.75,,,,,LA10996-9,"999, Screening survey not done"
Original,7/16/2024,No,Yes,open-source,No,specimen_management,checkbox,,1675,Question,lbperf2,,,4132152,,Complete blood count,Measurement,SNOMED,Procedure,26604007,S,skos:closeMatch,0.75,,,,,,"999, Blood draw not done"
Changed,7/16/2024,No,Yes,protected,No,specimen_management,notes,,1676,Question,lbreasn,,"If not performed, please explain why:",44788487,,Procedure not completed,Observation,SNOMED,Context-dependent,178291000000101,S,skos:relatedMatch,0.5,,,,,,
Original,7/16/2024,No,Yes,open-source,No,specimen_management,yesno,,1677,Question,lbproc_vac,,Were all vacutainers filled according to protocol?,4078754,,Test protocol used,Observation,SNOMED,Attribute,246423001,S,skos:relatedMatch,0.5,,,,,,
Changed,7/16/2024,No,Yes,protected,No,specimen_management,notes,,1678,Question,lbproc_vacreasn,,"If not, please explain (in detail):",44788487,,Procedure not completed,Observation,SNOMED,Context-dependent,178291000000101,S,skos:relatedMatch,0.5,,,,,,
Original,7/16/2024,No,Yes,open-source,No,specimen_management,yesno,,1679,Question,lbproc_bl,,Were all blood samples processed according to protocol?,4078754,,Test protocol used,Observation,SNOMED,Attribute,246423001,S,skos:relatedMatch,0.5,,,,,,
Changed,7/16/2024,No,Yes,protected,No,specimen_management,notes,,1680,Question,lbproc_blreasn,,"If not, please explain (in detail):",44788487,,Procedure not completed,Observation,SNOMED,Context-dependent,178291000000101,S,skos:relatedMatch,0.5,,,,,,
Original,7/16/2024,No,Yes,open-source,No,specimen_management,yesno,,1681,Question,lbperf_ua,,Was urine collected as per protocol?,4078754,,Test protocol used,Observation,SNOMED,Attribute,246423001,S,skos:relatedMatch,0.5,,,,,,
Changed,7/16/2024,No,Yes,protected,No,specimen_management,notes,,1682,Question,lbperf_uareasn,,"If not, please explain (in detail):",44788487,,Procedure not completed,Observation,SNOMED,Context-dependent,178291000000101,S,skos:relatedMatch,0.5,,,,,,
Original,7/16/2024,No,Yes,open-source,No,specimen_management,yesno,,1683,Question,lbproc_ua,,Was urine processed according to protocol?,4078754,,Test protocol used,Observation,SNOMED,Attribute,246423001,S,skos:relatedMatch,0.5,,,,,,
Changed,7/16/2024,No,Yes,protected,No,specimen_management,notes,,1684,Question,lbproc_uareasn,,"If not, please explain (in detail):",44788487,,Procedure not completed,Observation,SNOMED,Context-dependent,178291000000101,S,skos:relatedMatch,0.5,,,,,,
Original,7/16/2024,No,Yes,open-source,No,specimen_management,yesno,,1685,Question,lbproc,,"Were all samples processed, labeled, scanned, and added to the inventory spreadsheet as per protocol?",4078754,,Test protocol used,Observation,SNOMED,Attribute,246423001,S,skos:relatedMatch,0.5,,,,,,
Original,7/16/2024,No,Yes,open-source,No,specimen_management,yesno,,1687,Question,lbfrz,,"Were serum, plasma, blood, and urine samples placed in -80C storage?",4078754,,Test protocol used,Observation,SNOMED,Attribute,246423001,S,skos:relatedMatch,0.5,,,,,,
Changed,7/16/2024,No,Yes,protected,No,specimen_management,notes,,1688,Question,lbfrzreasn,,"If not, please explain (in detail):",44788487,,Procedure not completed,Observation,SNOMED,Context-dependent,178291000000101,S,skos:relatedMatch,0.5,,,,,,
Changed,7/16/2024,No,Yes,protected,No,specimen_management,text,,1689,Question,lbshp1dat,,Date of batch shipment to UW NORC Lab,1616668,,Shipping Date,Observation,LOINC,Clinical Observation,97208-3,S,skos:closeMatch,0.75,,,,,,
Changed,7/16/2024,No,Yes,protected,No,specimen_management,text,,1690,Question,lbshp1,,Shipping label tracking no.,1616343,,Shipment tracking number [Identifier],Observation,LOINC,Clinical Observation,97209-1,S,skos:closeMatch,1,,,,,,
Original,7/16/2024,No,Yes,open-source,No,specimen_management,yesno,,1691,Question,lbrslt,,Results received,3017575,,Referral lab test results,Measurement,LOINC,Lab Test,19146-0,S,skos:closeMatch,0.75,,,,,,
Changed,7/16/2024,No,Yes,protected,No,specimen_management,notes,,1692,Question,lbreasn3,,Reason results were not received,44788487,,Procedure not completed,Observation,SNOMED,Context-dependent,178291000000101,S,skos:broadMatch,0.25,,,,,,
Original,7/16/2024,No,Yes,open-source,No,specimen_management,yesno,,1693,Question,lbupld,,Were lab results uploaded to database?,4078754,,Test protocol used,Observation,SNOMED,Attribute,246423001,S,skos:relatedMatch,0.5,,,,,,
Changed,7/16/2024,No,Yes,protected,No,specimen_management,notes,,1695,Question,lbupldreasn,,"If not, please explain (in detail):",44788487,,Procedure not completed,Observation,SNOMED,Context-dependent,178291000000101,S,skos:broadMatch,0.25,,,,,,
Original,7/16/2024,No,Yes,open-source,No,specimen_management,yesno,,1696,Question,lbbio,,Were all biorepository samples processed as per protocol?,4078754,,Test protocol used,Observation,SNOMED,Attribute,246423001,S,skos:relatedMatch,0.5,,,,,,
Changed,7/16/2024,No,Yes,protected,No,specimen_management,notes,,1697,Question,lbbioreasn,,"If not, please explain (in detail):",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,178291000000101,S,skos:relatedMatch,0.5,,,,,,
Original,7/16/2024,No,Yes,open-source,No,specimen_management,yesno,,1698,Question,lbshp2yn,,Were CPT and PAXgene tubes shipped for next day air delivery to UAB?,4078754,,Test protocol used,Observation,SNOMED,Attribute,246423001,S,skos:relatedMatch,0.5,,,,,,
Changed,7/16/2024,No,Yes,protected,No,specimen_management,notes,,1699,Question,lbshp2reasn,,"If not, please explain (in detail):",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,178291000000101,S,skos:relatedMatch,0.5,,,,,,
Original,7/16/2024,No,Yes,open-source,No,specimen_management,yesno,,1700,Question,lbfrz3,,"Were all other biorepository samples scanned, added to spreadsheet, and stored at -80C?",4078754,,Test protocol used,Observation,SNOMED,Attribute,246423001,S,skos:relatedMatch,0.5,,,,,,
Changed,7/16/2024,No,Yes,protected,No,specimen_management,notes,,1702,Question,lbfrz3reasn,,"If not, please explain (in detail):",44788487,,Procedure not completed,Observation,SNOMED,Context-dependent,178291000000101,S,skos:broadMatch,0.25,,,,,,
Changed,7/16/2024,No,Yes,protected,No,specimen_management,text,,1703,Question,lbshp2dat,,Date of same-day shipment of CPT and PAXgene tubes to UAB,1616668,,Shipping Date,Observation,LOINC,Clinical Observation,97208-3,S,skos:closeMatch,0.75,,,,,,
Changed,7/16/2024,No,Yes,open-source,No,substance_use_survey,checkbox,,1165,Question,su_nd,,No participant response,915709,,Patient survey results not available,Observation,HCPCS,HCPCS,G9604,S,skos:closeMatch,0.75,,,,,LA10996-9,"999, Substance Use survey not done"
Changed,7/15/2024,Yes,Yes,protected,No,device_return,text,,1719,Question,dvenvlocn,,Location of the environmental sensor in the home:,4109238,,Location within home premises,Observation,SNOMED,Location,284349006,S,skos:closeMatch,0.75,,,45762337,Environmental sensor,,
Changed,7/15/2024,No,Yes,open-source,No,moca,checkbox,,1626,Question,mocacmpyn,,MoCA not done,none - OPS,,MoCA not done,Observation,AIREADI,Survey,459661000124109,S,skos:exactMatch,1,,,,,Prev ID: ?,"999, MoCA not done"
Changed,6/18/2024,No,No,locked (unavailable),No,comments,dropdown,,,Question,cmt_form,,Form Comment Linked to,0,,Form,Meas Value,LOINC,Doc Kind,LP181112-6,S,skos:broadMatch,0.75,,,,,706299,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,notes,,,Question,cmt_cmt,,Comments,0,,Result comments,Observation,SNOMED,Qualifier Value,281296001,S,skos:closeMatch,0.75,,,,,4083205,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,ehr,cmt_form_ehr,EHR Information,0,,Electronic health record (EHR) or component of EHR,Meas Value,LOINC,Answer,LA20894-4,S,skos:closeMatch,1,,,,,45880904,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,mail,cmt_form_mail,Mailing Information,0,,Mailing,Meas Value,LOINC,Answer,LA30093-1,S,skos:broadMatch,1,,,,,37079288,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,svy,cmt_form_svy,Recruitment & Survey Management,0,,Management,Meas Value,LOINC,Answer,LA20391-1,S,skos:broadMatch,0.75,,,,,45885153,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,rec,cmt_form_rec,Recruitment Survey,0,,Recruitment,Condition,SNOMED,Clinical Finding,2724004,S,skos:broadMatch,0.75,,,,,139830,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,faq,cmt_form_faq,FAQ Survey,0,,Survey,Observation,SNOMED,Qualifier Value,725111000000103,S,skos:broadMatch,1,,,,,44804317,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,scr,cmt_form_scr,Screening Survey,0,,Screening,Observation,SNOMED,Qualifier Value,722021000000100,S,skos:broadMatch,1,,,,,44803659,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,scrout,cmt_form_scrout,Screening Stop Message,0,,Screening,Observation,SNOMED,Qualifier Value,722021000000100,S,skos:broadMatch,1,,,,,44803659,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,precon,cmt_form_precon,Pre-Consent Survey,0,,Survey,Observation,SNOMED,Qualifier Value,725111000000103,S,skos:broadMatch,1,,,,,44804317,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,icfs,cmt_form_icfs,Consent Survey,0,,Survey,Observation,SNOMED,Qualifier Value,725111000000103,S,skos:broadMatch,1,,,,,44804317,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,icfa,cmt_form_icfa,Staff Consent Attestation Survey,0,,Survey,Observation,SNOMED,Qualifier Value,725111000000103,S,skos:broadMatch,1,,,,,44804317,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,dicf,cmt_form_dicf,Download Consent,0,,Written consent completed,Observation,SNOMED,Clinical Finding,5821000175103,S,skos:closeMatch,0.75,,,,,765499,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,prt,cmt_form_prt,Participant Contact Information Survey,0,,Survey,Observation,SNOMED,Qualifier Value,725111000000103,S,skos:broadMatch,1,,,,,44804317,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,dmg,cmt_form_dmg,Demographics Survey,0,,Survey,Observation,SNOMED,Qualifier Value,725111000000103,S,skos:broadMatch,1,,,,,44804317,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,mh,cmt_form_mh,Health Survey,0,,Survey,Observation,SNOMED,Qualifier Value,725111000000103,S,skos:broadMatch,1,,,,,44804317,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,sus,cmt_form_sus,Substance Use Survey,0,,Survey,Observation,SNOMED,Qualifier Value,725111000000103,S,skos:broadMatch,1,,,,,44804317,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,ces,cmt_form_ces,CESD-10 Survey,0,,Center for Epidemiologic Studies Depression Scale panel [CES-D],Observation,LOINC,Survey,100766-5,S,skos:exactMatch,1,,,,,1761569,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,paid,cmt_form_paid,PAID-5 Dm Survey,0,,Survey,Observation,SNOMED,Qualifier Value,725111000000103,S,skos:broadMatch,1,,,,,44804317,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,dml,cmt_form_dml,Diabetes Survey,0,,Survey,Observation,SNOMED,Qualifier Value,725111000000103,S,skos:broadMatch,1,,,,,44804317,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,diet,cmt_form_diet,Dietary Survey,0,,Dietary behavior,Observation,LOINC,Survey,77243-4,S,skos:closeMatch,1,,,,,46235932,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,via,cmt_form_via,Ophthalmic Survey,0,,Survey,Observation,SNOMED,Qualifier Value,725111000000103,S,skos:broadMatch,1,,,,,44804317,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,pxep,cmt_form_pxep,PX SDOH Combined Survey,0,,Survey,Observation,SNOMED,Qualifier Value,725111000000103,S,skos:broadMatch,1,,,,,44804317,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,pxfi,cmt_form_pxfi,PX Food Insecurity Survey,0,,U.S. Adult Food Security Survey [U.S. FSS],Observation,LOINC,Survey,95353-9,S,skos:closeMatch,1,,,,,36660038,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,pxne,cmt_form_pxne,PX Neighborhood Environment Survey,0,,PhenX - physical activity - neighborhood environment protocol 151201,Measurement,LOINC,Clinical Observation,62842-0,S,skos:exactMatch,1,,,,,40765574,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,pxrd,cmt_form_pxrd,PX Racial Ethnic Discrimination Survey,0,,PhenX - discrimination protocol 210301,Measurement,LOINC,Clinical Observation,63015-2,S,skos:exactMatch,0.75,,,,,40765747,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,scrn_out,cmt_form_scrn_out,Decline Participation Survey,0,,Survey,Observation,SNOMED,Qualifier Value,725111000000103,S,skos:broadMatch,1,,,,,44804317,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,enrl,cmt_form_enrl,Study Enrollment,0,,Enrollment in clinical trial,Observation,SNOMED,Procedure,709491003,S,skos:relatedMatch,0.5,,,,,46271379,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,dri,cmt_form_dri,Driving Record,0,,Driving,Observation,SNOMED,Observable Entity,129060000,S,skos:broadMatch,0.75,,,,,4044725,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,dv,cmt_form_dv,Device Distribution,0,,Distribution,Observation,SNOMED,Attribute,246457009,S,skos:broadMatch,1,,,,,4077868,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,cma,cmt_form_cma,Meds Assessment,0,,Medications,Meas Value,LOINC,Answer,LA20271-5,S,skos:broadMatch,1,,,,,45880025,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,cm,cmt_form_cm,Current Medications,0,,Medications Current medication,Measurement,LOINC,Clinical Observation,66423-5,S,skos:closeMatch,1,,,,,40769096,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,pa,cmt_form_pa,Physical Assessment,0,,Physical assessment,Procedure,SNOMED,Procedure,81375008,S,skos:exactMatch,1,,,,,4216060,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,bcva,cmt_form_bcva,BCVA,0,,Best corrected visual acuity,Observation,SNOMED,Observable Entity,419775003,S,skos:exactMatch,0.75,,,,,4303261,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,plcs,cmt_form_plcs,Photopic Mars,0,,Contrast sensitivity test,Procedure,SNOMED,Procedure,410566008,S,skos:broadMatch,0.75,,,,,4256483,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,mics,cmt_form_mics,Mesopic Mars,0,,Contrast sensitivity test,Procedure,SNOMED,Procedure,410566008,S,skos:broadMatch,0.75,,,,,4256483,
Changed,6/18/2024,No,No,locked (unavailable),No,comments,,cmt_form,,Answer,mss,cmt_form_mss,Monofilament,0,,Monofilament foot sensation test,Procedure,SNOMED,Procedure,134388005,S,skos:narrowMatch,1,,,,,4047085,
